"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Doug Davis","Brewers","11","11","0","35","35","222.2","8.41","3.76","1.05",".276","74.1 %","43.9 %","11.9 %","3.84","3.98","3.82","3.7","1244"
"Josh Towers","Blue Jays","13","12","0","33","33","208.2","4.83","1.25","1.04",".302","71.7 %","43.8 %","9.1 %","3.71","3.94","4.19","3.6","1489"
"Scott Kazmir","Devil Rays","10","9","0","32","32","186.0","8.42","4.84","0.58",".307","72.4 %","42.3 %","6.0 %","3.77","3.76","4.41","3.6","4897"
"Cory Lidle","Phillies","13","11","0","31","31","184.2","5.90","1.95","0.88",".316","65.4 %","49.7 %","11.7 %","4.53","3.72","3.61","3.6","926"
"CC Sabathia","Indians","15","10","0","31","31","196.2","7.37","2.84","0.87",".289","71.2 %","49.5 %","10.6 %","4.03","3.69","3.69","3.6","404"
"Noah Lowry","Giants","13","13","0","33","33","204.2","7.56","3.34","0.92",".287","74.6 %","40.8 %","8.9 %","3.78","3.89","4.15","3.5","1833"
"Jon Garland","White Sox","18","10","0","32","32","221.0","4.68","1.91","1.06",".263","75.4 %","46.2 %","11.7 %","3.50","4.24","4.10","3.5","232"
"Javier Vazquez","Diamondbacks","11","15","0","33","33","215.2","8.01","1.92","1.46",".300","72.0 %","42.3 %","16.3 %","4.42","4.06","3.32","3.5","801"
"Brad Penny","Dodgers","7","9","0","29","29","175.1","6.26","2.10","0.87",".303","73.6 %","46.6 %","9.1 %","3.90","3.64","3.85","3.5","535"
"Kevin Millwood","Indians","9","11","0","30","30","192.0","6.84","2.44","0.94",".281","79.1 %","46.0 %","10.3 %","2.86","3.73","3.77","3.4","106"
"Brett Myers","Phillies","13","8","0","34","34","215.1","8.69","2.84","1.30",".276","77.9 %","46.3 %","16.8 %","3.72","4.06","3.37","3.4","962"
"Chris Young","Rangers","12","7","0","31","31","164.2","7.49","2.46","1.04",".291","69.4 %","32.7 %","7.7 %","4.26","3.80","4.37","3.4","3196"
"Greg Maddux","Cubs","13","15","0","35","35","225.0","5.44","1.44","1.16",".288","70.4 %","51.6 %","14.9 %","4.24","4.06","3.57","3.3","104"
"Paul Byrd","Angels","12","11","0","31","31","204.1","4.49","1.23","0.97",".284","70.8 %","37.8 %","7.6 %","3.74","3.94","4.48","3.3","594"
"Jose Contreras","White Sox","15","7","0","32","32","204.2","6.77","3.30","1.01",".258","74.3 %","44.5 %","10.7 %","3.61","4.21","4.20","3.3","1660"
"Jeremy Bonderman","Tigers","14","13","0","29","29","189.0","6.90","2.71","1.00",".310","69.0 %","47.5 %","10.8 %","4.57","3.90","3.87","3.2","1667"
"Jon Lieber","Phillies","17","13","0","35","35","218.1","6.14","1.69","1.36",".278","72.7 %","45.7 %","14.5 %","4.20","4.25","3.72","3.1","287"
"Kenny Rogers","Rangers","14","8","0","30","30","195.1","4.01","2.44","0.69",".286","73.5 %","46.3 %","6.8 %","3.46","4.06","4.62","3.1","1277"
"Barry Zito","Athletics","14","13","0","35","35","228.1","6.74","3.51","1.02",".243","72.2 %","40.9 %","10.4 %","3.86","4.34","4.37","3.0","944"
"Jason Schmidt","Giants","12","7","0","29","29","172.0","8.63","4.45","0.84",".296","70.3 %","38.3 %","8.1 %","4.40","3.88","4.25","3.0","1131"
"David Wells","Red Sox","15","7","0","30","30","184.0","5.23","1.03","1.03",".320","70.3 %","48.2 %","11.0 %","4.45","3.83","3.78","3.0","855"
"Mark Prior","Cubs","11","7","0","27","27","166.2","10.15","3.19","1.35",".278","77.8 %","36.9 %","14.0 %","3.67","3.85","3.38","2.9","301"
"Jake Westbrook","Indians","15","15","0","34","34","210.2","5.08","2.39","0.81",".287","62.9 %","61.7 %","15.0 %","4.49","3.96","3.62","2.9","412"
"Gustavo Chacin","Blue Jays","13","9","0","34","34","203.0","5.36","3.10","0.89",".296","75.3 %","38.9 %","8.1 %","3.72","4.26","4.65","2.9","2060"
"Derek Lowe","Dodgers","12","15","0","35","35","222.0","5.92","2.23","1.14",".279","69.7 %","63.1 %","18.9 %","3.61","4.16","3.44","2.8","199"
"Matt Morris","Cardinals","14","10","0","31","31","192.2","5.47","1.73","1.03",".295","68.6 %","48.6 %","11.6 %","4.11","3.99","3.87","2.7","1172"
"Matt Clement","Red Sox","13","6","0","32","32","191.0","6.88","3.20","0.85",".299","69.4 %","45.4 %","9.0 %","4.57","4.04","4.25","2.6","271"
"Mike Mussina","Yankees","13","8","0","30","30","179.2","7.11","2.35","1.15",".322","72.5 %","44.5 %","11.1 %","4.41","4.01","3.93","2.6","837"
"Jason Johnson","Tigers","8","13","0","33","33","210.0","3.99","2.10","0.99",".293","66.9 %","51.3 %","10.5 %","4.54","4.34","4.36","2.6","147"
"Jamie Moyer","Mariners","13","7","0","32","32","200.0","4.59","2.34","1.04",".296","73.6 %","36.9 %","8.1 %","4.28","4.40","4.87","2.5","1091"
"Jeff Weaver","Dodgers","14","11","0","34","34","224.0","6.31","1.73","1.41",".273","73.3 %","40.7 %","13.1 %","4.22","4.47","4.09","2.4","503"
"Bronson Arroyo","Red Sox","14","10","0","35","32","205.1","4.38","2.37","0.96",".278","66.0 %","37.9 %","7.2 %","4.51","4.43","5.10","2.4","978"
"Livan Hernandez","Nationals","15","10","0","35","35","246.1","5.37","3.07","0.91",".305","75.5 %","39.6 %","9.3 %","3.98","4.33","4.52","2.4","1116"
"Brett Tomko","Giants","8","15","1","33","30","190.2","5.38","2.69","0.94",".296","70.5 %","39.8 %","8.3 %","4.48","4.19","4.57","2.3","1056"
"Chris Capuano","Brewers","18","12","0","35","35","219.0","7.23","3.74","1.27",".283","77.3 %","37.7 %","11.6 %","3.99","4.66","4.51","2.2","1701"
"Brad Radke","Twins","9","12","0","31","31","200.2","5.25","1.03","1.48",".278","73.8 %","42.2 %","12.6 %","4.04","4.44","4.10","2.2","748"
"Joe Blanton","Athletics","12","12","0","33","33","201.1","5.19","3.00","1.03",".248","75.3 %","44.7 %","9.6 %","3.53","4.43","4.58","2.2","4849"
"Carlos Silva","Twins","9","8","0","27","27","188.1","3.39","0.43","1.19",".292","74.6 %","49.2 %","12.2 %","3.44","4.18","3.96","2.1","973"
"Mark Redman","Pirates","5","15","0","30","30","178.1","5.10","2.83","0.91",".296","66.1 %","48.6 %","10.5 %","4.90","4.18","4.19","2.1","491"
"Brandon Claussen","Reds","10","11","0","29","29","166.2","6.53","3.08","1.30",".295","73.4 %","34.7 %","10.2 %","4.21","4.59","4.66","2.0","814"
"Zack Greinke","Royals","5","17","0","33","33","183.0","5.61","2.61","1.13",".335","65.2 %","39.2 %","9.6 %","5.80","4.49","4.66","2.0","1943"
"Rodrigo Lopez","Orioles","15","12","0","35","35","209.1","5.07","2.71","1.20",".291","67.0 %","42.6 %","10.9 %","4.90","4.63","4.60","2.0","150"
"Brian Lawrence","Padres","7","15","0","33","33","195.2","5.01","2.62","0.83",".294","68.2 %","46.7 %","8.4 %","4.83","4.14","4.46","2.0","1045"
"Mike Maroth","Tigers","14","14","0","34","34","209.0","4.95","2.20","1.29",".300","68.0 %","45.9 %","12.1 %","4.74","4.65","4.42","2.0","1508"
"Jeff Francis","Rockies","14","12","0","33","33","183.2","6.27","3.43","1.27",".339","69.4 %","37.7 %","11.2 %","5.68","4.74","4.64","2.0","4684"
"Jarrod Washburn","Angels","8","8","0","29","29","177.1","4.77","2.59","0.96",".290","81.8 %","39.2 %","8.3 %","3.20","4.35","4.73","2.0","40"
"Mark Mulder","Cardinals","16","8","0","32","32","205.0","4.87","3.07","0.83",".293","76.0 %","60.5 %","13.7 %","3.64","4.30","4.03","1.9","932"
"Tim Wakefield","Red Sox","16","12","0","33","33","225.1","6.03","2.72","1.40",".258","73.3 %","41.4 %","11.9 %","4.15","4.75","4.53","1.8","219"
"Tim Hudson","Braves","14","9","0","29","29","192.0","5.39","3.05","0.94",".286","78.8 %","58.6 %","15.9 %","3.52","4.33","3.88","1.8","921"
"Joel Pineiro","Mariners","7","11","0","30","30","189.0","5.10","2.67","1.10",".319","66.2 %","45.2 %","10.9 %","5.62","4.45","4.41","1.8","1094"
"Jeff Suppan","Cardinals","16","10","0","32","32","194.1","5.28","2.92","1.11",".291","75.5 %","46.3 %","11.8 %","3.57","4.53","4.37","1.8","633"
"Kyle Lohse","Twins","9","13","0","31","30","178.2","4.33","2.22","1.11",".311","76.8 %","44.2 %","10.5 %","4.18","4.55","4.57","1.6","739"
"Mark Hendrickson","Devil Rays","11","8","0","31","31","178.1","4.49","2.47","1.21",".321","62.2 %","45.3 %","11.9 %","5.90","4.63","4.44","1.6","1574"
"Bruce Chen","Orioles","13","10","0","34","32","197.1","6.07","2.87","1.51",".259","77.5 %","38.0 %","13.6 %","3.83","4.94","4.47","1.6","769"
"Tomo Ohka","- - -","11","9","0","32","29","180.1","4.89","2.74","1.10",".280","73.5 %","39.8 %","9.8 %","4.04","4.48","4.61","1.6","788"
"Victor Zambrano","Mets","7","12","0","31","27","166.1","6.06","4.17","0.65",".297","72.2 %","50.0 %","7.7 %","4.17","4.27","4.63","1.6","1237"
"Casey Fossum","Devil Rays","8","12","0","36","25","162.2","7.08","3.32","1.16",".299","67.7 %","38.6 %","10.6 %","4.92","4.56","4.56","1.5","188"
"Nate Robertson","Tigers","7","16","0","32","32","196.2","5.58","2.97","1.28",".279","68.6 %","49.6 %","14.4 %","4.48","4.73","4.25","1.4","1620"
"Kris Benson","Mets","10","8","0","28","28","174.1","4.90","2.53","1.24",".260","72.5 %","44.0 %","11.4 %","4.13","4.63","4.51","1.3","982"
"Ryan Franklin","Mariners","8","15","0","32","30","190.2","4.39","2.93","1.32",".287","70.7 %","40.9 %","10.0 %","5.10","5.04","5.16","0.9","1076"
"Scott Elarton","Indians","11","9","0","31","31","181.2","5.10","2.38","1.59",".268","72.2 %","32.8 %","11.6 %","4.61","5.07","4.87","0.8","426"
"Jason Marquis","Cardinals","13","14","0","33","32","207.0","4.35","3.00","1.26",".266","71.0 %","51.3 %","13.6 %","4.13","4.95","4.55","0.7","105"
"Jamey Wright","Rockies","8","16","0","34","27","171.1","5.31","4.25","1.16",".318","66.9 %","52.7 %","14.3 %","5.46","5.19","4.76","0.6","715"
"Eric Milton","Reds","8","15","0","34","34","186.1","5.94","2.51","1.93",".311","64.6 %","32.4 %","13.1 %","6.47","5.44","4.91","0.5","743"
"Josh Fogg","Pirates","6","11","0","34","28","169.1","4.52","2.82","1.44",".296","68.6 %","39.7 %","11.9 %","5.05","5.13","4.90","0.5","989"
"Horacio Ramirez","Braves","11","9","0","33","32","202.1","3.56","2.98","1.38",".274","73.0 %","48.1 %","16.1 %","4.63","5.24","4.57","0.4","110"
"Kip Wells","Pirates","8","18","0","33","33","182.0","6.53","4.90","1.14",".290","68.4 %","44.7 %","12.0 %","5.09","5.04","4.85","0.4","1012"
"Ramon Ortiz","Reds","9","11","0","30","30","171.1","5.04","2.68","1.79",".303","71.2 %","43.6 %","15.6 %","5.36","5.49","4.67","0.3","27"
"Jose Lima","Royals","5","16","0","32","32","168.2","4.27","3.25","1.65",".314","60.7 %","36.2 %","12.4 %","6.99","5.71","5.36","-0.3","475"
