"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Pete Harnisch","Reds","16","10","0","33","33","198.1","5.45","2.59","1.13",".264","76.5 %","","","3.68","4.50","","2.9","1005374"
"Livan Hernandez","- - -","8","12","0","30","30","199.2","6.49","3.43","1.04",".318","71.5 %","","","4.64","4.36","","2.9","1116"
"Todd Ritchie","Pirates","15","9","0","28","26","172.2","5.58","2.81","0.89",".285","72.8 %","","","3.49","4.18","","2.9","253"
"Chris Holt","Astros","5","13","1","32","26","164.0","6.31","3.13","0.66",".343","68.8 %","","","4.66","3.87","","2.9","1005983"
"Jeff Suppan","Royals","10","12","0","32","32","208.2","4.44","2.67","1.21",".281","70.2 %","","","4.53","4.83","","2.8","633"
"Andy Ashby","Padres","14","10","0","31","31","206.0","5.77","2.36","1.14",".277","74.4 %","","","3.80","4.38","","2.7","637"
"Dave Mlicki","- - -","14","13","0","33","31","199.0","5.43","3.26","1.13",".297","71.3 %","","","4.61","4.83","","2.7","569"
"Kevin Appier","- - -","16","14","0","34","34","209.0","5.64","3.62","1.16",".300","67.1 %","","","5.17","4.87","","2.7","3"
"Omar Olivares","- - -","15","11","0","32","32","205.2","3.72","3.54","0.83",".287","72.0 %","","","4.16","4.82","","2.7","1009771"
"Andy Pettitte","Yankees","14","11","0","31","31","191.2","5.68","4.18","0.94",".317","72.5 %","","","4.70","4.67","","2.6","840"
"Juan Guzman","- - -","11","12","0","33","33","200.0","6.98","3.87","1.26",".281","76.8 %","","","3.74","4.75","","2.5","1005162"
"Darren Dreifort","Dodgers","13","13","0","30","29","178.2","7.05","3.83","1.01",".296","66.8 %","","","4.79","4.42","","2.5","647"
"Steve Trachsel","Cubs","8","18","0","34","34","205.2","6.52","2.80","1.40",".300","64.5 %","","","5.56","4.68","","2.5","898"
"Hideki Irabu","Yankees","11","7","0","32","27","169.1","7.07","2.44","1.38",".295","68.5 %","","","4.84","4.48","","2.4","1255"
"John Halama","Mariners","11","10","0","38","24","179.0","5.28","2.82","1.01",".301","73.7 %","","","4.22","4.47","","2.4","1080"
"Shawn Estes","Giants","11","11","0","32","32","203.0","7.05","4.97","0.93",".305","69.1 %","","","4.92","4.64","","2.4","873"
"Jose Jimenez","Cardinals","5","14","0","29","28","163.0","6.24","3.92","0.88",".304","60.6 %","","","5.85","4.53","","2.3","435"
"Kent Bottenfield","Cardinals","18","7","0","31","31","190.1","5.86","4.21","0.99",".291","76.5 %","","","3.97","4.75","","2.3","1001226"
"Kelvim Escobar","Blue Jays","14","11","0","33","30","174.0","6.67","4.19","0.98",".331","65.8 %","","","5.69","4.64","","2.3","1298"
"Ismael Valdez","Dodgers","9","14","0","32","32","203.1","6.33","2.57","1.42",".286","77.5 %","","","3.98","4.72","","2.2","1283"
"Terry Mulholland","- - -","10","8","1","42","24","170.1","4.39","2.38","1.11",".307","69.9 %","","","4.39","4.57","","2.1","665"
"Matt Clement","Padres","10","12","0","31","31","180.2","6.73","4.28","0.90",".310","68.9 %","","","4.48","4.51","","2.1","271"
"Hideo Nomo","Brewers","12","8","0","28","28","176.1","8.22","3.98","1.38",".293","73.1 %","","","4.54","4.68","","2.1","666"
"Scott Erickson","Orioles","15","12","0","34","34","230.1","4.14","3.87","1.05",".289","71.8 %","","","4.81","5.17","","2.0","137"
"Orel Hershiser","Mets","13","12","0","32","32","179.0","4.47","3.87","0.70",".275","70.3 %","","","4.58","4.63","","1.9","1005741"
"Pat Hentgen","Blue Jays","11","12","0","34","34","199.0","5.34","2.94","1.45",".296","71.7 %","","","4.79","5.06","","1.9","145"
"Scott Karl","Brewers","11","11","0","33","33","197.2","3.37","3.14","0.96",".316","68.8 %","","","4.78","4.93","","1.8","1006703"
"Bobby Witt","Devil Rays","7","15","0","32","32","180.1","6.14","4.79","1.15",".333","65.1 %","","","5.84","5.07","","1.8","1014170"
"Brian Bohanon","Rockies","12","12","0","33","33","197.1","5.47","4.20","1.37",".318","65.3 %","","","6.20","5.51","","1.8","1001126"
"Russ Ortiz","Giants","18","9","0","33","33","207.2","7.11","5.42","1.04",".274","73.7 %","","","3.81","4.95","","1.7","1124"
"Jim Parque","White Sox","9","15","0","31","30","173.2","5.75","4.09","1.19",".322","70.5 %","","","5.13","5.11","","1.7","250"
"Jeff Weaver","Tigers","9","12","0","30","29","163.2","6.27","3.08","1.48",".296","68.7 %","","","5.55","5.22","","1.6","503"
"Joe Mays","Twins","6","11","0","49","20","171.0","6.05","3.53","1.26",".288","72.8 %","","","4.37","4.82","","1.5","740"
"Dennis Springer","Marlins","6","16","1","38","29","196.1","3.80","2.93","1.05",".307","67.1 %","","","4.86","4.90","","1.5","672"
"Woody Williams","Padres","12","12","0","33","33","208.1","5.92","3.15","1.43",".280","75.3 %","","","4.41","4.96","","1.5","1190"
"Kirk Rueter","Giants","15","10","0","33","33","184.2","4.58","2.68","1.36",".306","66.7 %","","","5.41","5.01","","1.4","1128"
"Brett Tomko","Reds","5","7","0","33","26","172.0","6.91","3.14","1.62",".279","69.5 %","","","4.92","5.06","","1.4","1056"
"LaTroy Hawkins","Twins","10","14","0","33","33","174.1","5.32","3.10","1.50",".343","63.1 %","","","6.66","5.16","","1.4","729"
"Sidney Ponson","Orioles","12","12","0","32","32","210.0","4.80","3.43","1.50",".287","73.4 %","","","4.71","5.39","","1.4","161"
"Masato Yoshii","Mets","12","8","0","31","29","174.0","5.43","3.00","1.29",".270","74.1 %","","","4.40","4.90","","1.4","807"
"Armando Reynoso","Diamondbacks","10","6","0","31","27","167.0","4.26","3.61","1.08",".283","72.2 %","","","4.37","5.06","","1.4","72"
"Andy Benes","Diamondbacks","13","12","0","33","32","198.1","6.40","3.72","1.54",".291","72.7 %","","","4.81","5.24","","1.3","1144"
"James Baldwin","White Sox","12","13","0","35","33","199.1","5.55","3.66","1.54",".289","72.5 %","","","5.10","5.44","","1.3","1064"
"Rick Helling","Rangers","13","11","0","35","35","219.1","5.38","3.49","1.68",".275","73.4 %","","","4.84","5.61","","1.3","58"
"Chan Ho Park","Dodgers","13","11","0","33","33","194.1","8.06","4.63","1.44",".314","72.5 %","","","5.23","5.18","","1.2","1267"
"Darryl Kile","Rockies","8","13","0","32","32","190.2","5.48","5.15","1.56",".308","64.7 %","","","6.61","5.98","","0.9","1163"
"Paul Byrd","Phillies","15","11","0","32","32","199.2","4.78","3.16","1.53",".265","70.8 %","","","4.60","5.59","","0.5","594"
"Brian Meadows","Marlins","11","15","0","31","31","178.1","3.63","2.88","1.56",".290","68.4 %","","","5.60","5.63","","0.3","998"
"Chad Ogea","Phillies","6","12","0","36","28","168.0","4.13","3.27","1.93",".275","71.2 %","","","5.63","6.16","","-0.6","1009744"
