"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Sidney Ponson","Orioles","9","13","0","32","32","222.0","6.16","3.36","1.22",".281","68.7 %","","","4.82","4.66","","3.2","161"
"Jeff Weaver","Tigers","11","15","0","31","30","200.0","6.12","2.34","1.17",".289","72.2 %","","","4.32","4.47","","3.1","503"
"Shawn Estes","Giants","15","6","0","30","30","190.1","6.43","5.11","0.52",".320","71.1 %","","","4.26","4.21","","3.0","873"
"Randy Wolf","Phillies","11","9","0","32","32","206.1","6.98","3.62","1.09",".302","72.9 %","","","4.36","4.48","","2.9","976"
"Esteban Loaiza","- - -","10","13","1","34","31","199.1","6.19","2.57","1.31",".313","72.3 %","","","4.56","4.70","","2.9","1310"
"Eric Milton","Twins","13","10","0","33","33","200.0","7.20","1.98","1.58",".282","64.3 %","","","4.86","4.57","","2.9","743"
"Bryan Rekar","Devil Rays","7","10","0","30","27","173.1","4.93","2.02","1.14",".305","71.2 %","","","4.41","4.43","","2.8","625"
"Jim Parque","White Sox","13","6","0","33","32","187.0","5.34","3.42","1.01",".305","71.0 %","","","4.28","4.72","","2.8","250"
"Todd Ritchie","Pirates","9","8","0","31","31","187.0","5.97","2.45","1.25",".303","66.9 %","","","4.81","4.48","","2.7","253"
"Rick Helling","Rangers","16","13","0","35","35","217.0","6.06","4.11","1.20",".269","70.9 %","","","4.48","5.02","","2.6","58"
"Gil Heredia","Athletics","15","11","0","32","32","198.2","4.58","2.99","1.09",".286","71.1 %","","","4.12","4.74","","2.6","1005686"
"Rick Reed","Mets","11","5","0","30","30","184.0","5.92","1.66","1.37",".283","73.5 %","","","4.11","4.43","","2.6","750"
"Denny Neagle","- - -","15","9","0","34","33","209.0","6.29","3.49","1.33",".278","74.0 %","","","4.52","4.90","","2.5","441"
"Orlando Hernandez","Yankees","12","13","0","29","29","195.2","6.49","2.35","1.56",".259","71.1 %","","","4.51","4.83","","2.4","823"
"Steve Trachsel","- - -","8","15","0","34","34","200.2","4.93","3.32","1.17",".309","71.1 %","","","4.80","4.92","","2.4","898"
"Kevin Tapani","Cubs","8","12","0","30","30","195.2","6.90","2.16","1.61",".294","70.1 %","","","5.01","4.77","","2.3","1012824"
"John Halama","Mariners","14","9","0","30","30","166.2","4.70","3.02","1.03",".327","65.7 %","","","5.08","4.62","","2.3","1080"
"Mac Suzuki","Royals","8","10","0","32","29","188.2","6.44","4.48","1.24",".291","75.1 %","","","4.34","5.04","","2.3","1485"
"Pat Rapp","Orioles","9","12","0","31","30","174.0","5.48","4.29","0.93",".316","62.5 %","","","5.90","4.78","","2.2","1010700"
"Rolando Arrojo","- - -","10","11","0","32","32","172.2","6.46","3.54","1.25",".302","64.5 %","","","5.63","4.96","","2.2","174"
"Garrett Stephenson","Cardinals","16","9","0","32","31","200.1","5.53","2.83","1.39",".281","73.9 %","","","4.49","4.97","","2.2","1185"
"Pat Hentgen","Cardinals","15","12","0","33","33","194.1","5.46","4.12","1.11",".291","71.8 %","","","4.72","4.95","","2.2","145"
"Hideo Nomo","Tigers","8","12","0","32","31","190.0","8.57","4.22","1.47",".305","75.5 %","","","4.74","4.80","","2.1","666"
"Brian Bohanon","Rockies","12","10","0","34","26","177.0","4.98","4.02","1.22",".278","71.0 %","","","4.68","5.23","","2.1","1001126"
"Armando Reynoso","Diamondbacks","11","12","0","31","30","170.2","4.69","2.74","1.16",".280","65.5 %","","","5.27","4.79","","2.1","72"
"Brian Anderson","Diamondbacks","11","7","0","33","32","213.1","4.39","1.65","1.60",".272","77.8 %","","","4.05","5.07","","2.0","44"
"Kevin Appier","Athletics","15","11","0","31","31","195.1","5.94","4.70","1.06",".285","72.5 %","","","4.52","5.05","","2.0","3"
"Jeff Suppan","Royals","10","9","0","35","33","217.0","5.31","3.48","1.49",".294","74.8 %","","","4.94","5.37","","1.9","633"
"Albie Lopez","Devil Rays","11","13","2","45","24","185.1","4.66","3.40","1.17",".288","74.0 %","","","4.13","4.93","","1.9","102"
"Woody Williams","Padres","10","8","0","23","23","168.0","5.95","2.89","1.23",".253","76.4 %","","","3.75","4.61","","1.9","1190"
"Steve Parris","Reds","12","17","0","33","33","192.2","5.47","3.32","1.40",".308","74.2 %","","","4.81","5.11","","1.9","1316"
"Kelvim Escobar","Blue Jays","10","15","2","43","24","180.0","7.10","4.25","1.30",".297","65.7 %","","","5.35","4.90","","1.9","1298"
"Andy Ashby","- - -","12","13","0","31","31","199.1","4.79","2.75","1.31",".281","65.6 %","","","4.92","4.97","","1.9","637"
"Jamey Wright","Brewers","7","9","0","26","25","164.2","5.25","4.81","0.66",".288","73.9 %","","","4.10","4.85","","1.8","715"
"Scott Schoeneweis","Angels","7","10","0","27","27","170.0","4.13","3.55","1.11",".284","63.6 %","","","5.45","5.11","","1.7","33"
"Scott Elarton","Astros","17","7","0","30","30","192.2","6.12","3.92","1.35",".279","69.1 %","","","4.81","5.13","","1.7","426"
"Jason Bere","- - -","12","10","0","31","31","169.1","7.55","4.73","1.33",".306","69.9 %","","","5.47","5.04","","1.7","266"
"Darren Dreifort","Dodgers","12","9","0","32","32","192.2","7.66","4.06","1.45",".263","73.3 %","","","4.16","5.06","","1.6","647"
"Masato Yoshii","Rockies","6","15","0","29","29","167.1","4.73","2.85","1.72",".307","68.2 %","","","5.86","5.55","","1.6","807"
"Matt Clement","Padres","13","17","0","34","34","205.0","7.46","5.49","0.97",".283","67.1 %","","","5.14","4.93","","1.6","271"
"Andy Benes","Cardinals","12","9","0","30","27","166.0","7.43","3.69","1.63",".298","73.6 %","","","4.88","5.08","","1.6","1144"
"Jimmy Haynes","Brewers","12","13","0","33","33","199.1","3.97","4.52","0.95",".304","67.7 %","","","5.33","5.23","","1.4","329"
"Dustin Hermanson","Expos","12","14","4","38","30","198.0","4.27","3.41","1.18",".295","65.9 %","","","4.77","5.09","","1.4","195"
"James Baldwin","White Sox","14","7","0","29","28","178.0","5.87","2.98","1.72",".279","76.3 %","","","4.65","5.44","","1.4","1064"
"Paul Abbott","Mariners","9","7","0","35","27","179.0","5.03","4.02","1.16",".253","73.8 %","","","4.22","5.11","","1.4","1061"
"Kirk Rueter","Giants","11","9","0","32","31","184.0","3.47","3.03","1.13",".284","74.8 %","","","3.96","5.03","","1.2","1128"
"Russ Ortiz","Giants","14","12","0","33","32","195.2","7.68","5.15","1.29",".294","71.4 %","","","5.01","5.11","","1.1","1124"
"Kent Bottenfield","- - -","8","10","0","29","29","171.2","5.56","4.04","1.57",".282","71.3 %","","","5.40","5.57","","0.9","1001226"
"Jesus Sanchez","Marlins","9","12","0","32","32","182.0","6.08","3.76","1.58",".289","68.5 %","","","5.34","5.39","","0.8","1476"
"Brian Meadows","- - -","13","10","0","33","32","196.1","3.62","2.93","1.47",".294","71.6 %","","","5.13","5.55","","0.7","998"
"Omar Daal","- - -","4","19","0","32","28","167.0","5.17","3.88","1.40",".318","63.7 %","","","6.14","5.46","","0.7","646"
"Chris Carpenter","Blue Jays","10","12","0","34","27","175.1","5.80","4.26","1.54",".309","64.8 %","","","6.26","5.58","","0.7","1292"
"Jose Lima","Astros","7","16","0","33","33","196.1","5.68","3.12","2.20",".311","66.6 %","","","6.65","6.12","","-0.1","475"
