"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Brad Radke","Twins","15","11","0","33","33","226.0","5.46","1.04","0.96",".292","69.9 %","","","3.94","3.70","","4.5","748"
"Jon Lieber","Cubs","20","6","0","34","34","232.1","5.73","1.59","0.97",".273","71.1 %","","","3.80","3.79","","4.4","287"
"Russ Ortiz","Giants","17","9","0","33","33","218.2","6.96","3.75","0.54",".273","72.4 %","","","3.29","3.52","","4.4","1124"
"Chan Ho Park","Dodgers","15","11","0","36","35","234.0","8.38","3.50","0.88",".254","74.9 %","","","3.50","3.89","","4.3","1267"
"Terry Adams","Dodgers","12","8","0","43","22","166.1","7.63","2.92","0.49",".325","67.0 %","","","4.33","3.09","","4.3","946"
"Jeff Weaver","Tigers","13","16","0","33","33","229.1","5.97","2.67","0.75",".295","69.2 %","","","4.08","3.87","","4.0","503"
"Mark Buehrle","White Sox","16","8","0","32","32","221.1","5.12","1.95","0.98",".242","73.7 %","","","3.29","4.08","","4.0","225"
"Kerry Wood","Cubs","12","6","0","28","28","174.1","11.20","4.75","0.83",".274","77.0 %","","","3.36","3.51","","3.9","304"
"Bartolo Colon","Indians","14","12","0","34","34","222.1","8.14","3.64","1.05",".309","74.8 %","","","4.09","4.00","","3.9","375"
"Al Leiter","Mets","11","11","0","29","29","187.1","6.82","2.21","0.86",".285","72.5 %","","","3.31","3.58","","3.8","883"
"Doug Davis","Rangers","11","10","0","30","30","186.0","5.56","3.34","0.68",".329","69.4 %","","","4.45","3.95","","3.6","1244"
"Tony Armas Jr.","Expos","9","14","0","34","34","196.2","8.05","4.16","0.82",".291","70.4 %","","","4.03","3.99","","3.6","761"
"Kevin Appier","Mets","11","10","0","33","33","206.2","7.49","2.79","0.96",".273","74.6 %","","","3.57","3.92","","3.4","3"
"Randy Wolf","Phillies","10","11","0","28","25","163.0","8.39","2.82","0.83",".296","72.1 %","","","3.70","3.50","","3.4","976"
"Rick Reed","- - -","12","12","0","32","32","202.1","6.32","1.38","1.25",".291","71.7 %","","","4.05","3.98","","3.3","750"
"Pedro Astacio","- - -","8","14","0","26","26","169.2","7.64","2.86","1.17",".318","67.7 %","","","5.09","4.22","","3.2","862"
"Steve Sparks","Tigers","14","9","0","35","33","232.0","4.50","2.48","0.85",".287","72.0 %","","","3.65","4.19","","3.2","499"
"Glendon Rusch","Mets","8","12","0","33","33","179.0","7.84","2.16","1.16",".347","70.6 %","","","4.63","3.81","","3.2","707"
"Joe Mays","Twins","17","13","0","34","34","233.2","4.74","2.47","0.96",".243","78.2 %","","","3.16","4.27","","3.1","740"
"Todd Ritchie","Pirates","11","15","0","33","33","207.1","5.38","2.26","1.00",".276","63.9 %","","","4.47","4.15","","3.1","253"
"Hideo Nomo","Red Sox","13","10","0","33","33","198.0","10.00","4.36","1.18",".288","70.6 %","","","4.50","4.03","","3.0","666"
"Jamie Moyer","Mariners","20","6","0","33","33","209.2","5.11","1.89","1.03",".249","75.7 %","","","3.43","4.17","","3.0","1091"
"Jason Bere","Cubs","11","11","0","32","32","188.0","8.38","3.69","1.15",".281","69.6 %","","","4.31","4.09","","3.0","266"
"Kevin Tapani","Cubs","9","14","0","29","29","168.1","7.97","2.14","1.28",".318","70.2 %","","","4.49","3.97","","2.9","1012824"
"Wade Miller","Astros","16","8","0","32","32","212.0","7.77","3.23","1.32",".263","78.3 %","","","3.40","4.36","","2.8","568"
"CC Sabathia","Indians","17","5","0","33","33","180.1","8.53","4.74","0.95",".276","70.4 %","","","4.39","4.22","","2.7","404"
"Aaron Sele","Mariners","15","5","0","34","33","215.0","4.77","2.13","1.05",".272","75.7 %","","","3.60","4.31","","2.7","34"
"Cory Lidle","Athletics","13","6","0","29","29","188.0","5.65","2.25","1.10",".261","73.4 %","","","3.59","4.29","","2.6","926"
"Jose Mercedes","Orioles","8","17","0","33","31","184.0","6.02","3.08","0.98",".325","63.3 %","","","5.82","4.32","","2.6","396"
"Shane Reynolds","Astros","14","11","0","28","28","182.2","5.03","1.77","1.18",".304","71.4 %","","","4.34","4.30","","2.6","574"
"Jarrod Washburn","Angels","11","10","0","30","30","193.1","5.87","2.51","1.16",".285","75.7 %","","","3.77","4.37","","2.5","40"
"Jeff Suppan","Royals","10","14","0","34","34","218.1","4.95","3.05","1.07",".282","69.8 %","","","4.37","4.68","","2.5","633"
"Albie Lopez","- - -","9","19","0","33","33","205.2","5.95","3.28","1.14",".305","67.8 %","","","4.81","4.52","","2.3","102"
"Chris Carpenter","Blue Jays","11","11","0","34","34","215.2","6.55","3.13","1.21",".306","74.5 %","","","4.09","4.61","","2.3","1292"
"Livan Hernandez","Giants","13","15","0","34","34","226.2","5.48","3.37","0.95",".319","65.9 %","","","5.24","4.37","","2.3","1116"
"Ramon Ortiz","Angels","13","11","0","32","32","208.2","5.82","3.28","1.08",".296","71.4 %","","","4.36","4.58","","2.3","27"
"Denny Neagle","Rockies","9","8","0","30","30","170.2","7.33","3.16","1.53",".310","69.6 %","","","5.38","4.81","","2.3","441"
"Jimmy Anderson","Pirates","9","17","0","34","34","206.1","3.88","3.62","0.65",".300","66.6 %","","","5.10","4.50","","2.3","977"
"Elmer Dessens","Reds","10","14","0","34","34","205.0","5.62","2.46","1.40",".293","75.0 %","","","4.48","4.66","","2.2","317"
"Tim Wakefield","Red Sox","9","12","3","45","17","168.2","7.90","3.90","0.69",".298","71.2 %","","","3.90","3.91","","2.2","219"
"Ryan Dempster","Marlins","15","12","0","34","34","211.1","7.28","4.77","0.89",".308","69.9 %","","","4.94","4.45","","2.2","517"
"Chris Reitsma","Reds","7","15","0","36","29","182.0","4.75","2.42","1.14",".297","61.5 %","","","5.29","4.53","","2.2","348"
"Eric Milton","Twins","15","7","0","35","34","220.2","6.40","2.49","1.43",".273","74.9 %","","","4.32","4.59","","2.1","743"
"Esteban Loaiza","Blue Jays","11","11","0","36","30","190.0","5.21","1.89","1.28",".326","69.9 %","","","5.02","4.51","","2.1","1310"
"Rick Helling","Rangers","12","11","0","34","34","215.2","6.43","2.63","1.59",".320","70.1 %","","","5.17","4.84","","2.1","58"
"Woody Williams","- - -","15","9","0","34","34","220.0","6.30","2.29","1.43",".283","74.5 %","","","4.05","4.59","","2.0","1190"
"Steve Trachsel","Mets","11","13","0","28","28","173.2","7.46","2.44","1.45",".278","71.6 %","","","4.46","4.35","","2.0","898"
"Scott Schoeneweis","Angels","10","11","0","32","32","205.1","4.56","3.37","0.92",".297","67.9 %","","","5.08","4.70","","2.0","33"
"Ismael Valdez","Angels","9","13","0","27","27","163.2","5.50","2.75","1.10",".301","73.9 %","","","4.45","4.48","","2.0","1283"
"Mike Hampton","Rockies","14","13","0","32","32","203.0","5.41","3.77","1.37",".312","66.9 %","","","5.41","5.21","","1.9","430"
"Matt Clement","Marlins","9","10","0","31","31","169.1","7.12","4.52","0.80",".307","67.7 %","","","5.05","4.39","","1.8","271"
"Robert Person","Phillies","15","7","0","33","33","208.1","7.91","3.46","1.47",".258","74.8 %","","","4.19","4.68","","1.7","966"
"Tom Glavine","Braves","16","7","0","35","35","219.1","4.76","3.98","0.98",".274","79.0 %","","","3.57","4.77","","1.7","90"
"Jimmy Haynes","Brewers","8","17","0","31","29","172.2","5.84","4.07","1.04",".299","70.3 %","","","4.85","4.68","","1.7","329"
"Omar Daal","Phillies","13","7","0","32","32","185.2","5.19","2.71","1.26",".285","71.6 %","","","4.46","4.70","","1.5","646"
"A.J. Burnett","Marlins","11","12","0","27","27","173.1","6.65","4.31","1.04",".253","73.9 %","","","4.05","4.63","","1.4","512"
"Chad Durbin","Royals","9","16","0","29","29","179.0","4.78","2.92","1.31",".298","68.9 %","","","4.93","5.03","","1.4","1442"
"Tanyon Sturtze","Devil Rays","11","12","1","39","27","195.1","5.07","3.64","1.06",".287","74.3 %","","","4.42","4.81","","1.4","1230"
"Pat Rapp","Angels","5","12","0","31","28","170.0","4.34","3.76","1.06",".268","68.2 %","","","4.76","4.90","","1.2","1010700"
"James Baldwin","- - -","10","11","0","29","28","175.0","4.89","3.24","1.29",".289","73.5 %","","","4.42","5.02","","1.2","1064"
"Jason Johnson","Orioles","10","12","0","32","32","196.0","5.23","3.54","1.29",".266","71.5 %","","","4.09","5.12","","1.1","147"
"Paul Abbott","Mariners","17","4","0","28","27","163.0","6.52","4.80","1.16",".260","76.3 %","","","4.25","5.01","","0.8","1061"
"Kirk Rueter","Giants","14","12","0","34","34","195.1","3.82","3.04","1.15",".284","71.8 %","","","4.42","4.94","","0.8","1128"
"Kevin Jarvis","Padres","12","11","0","32","32","193.1","6.19","2.28","1.72",".260","71.1 %","","","4.79","5.00","","0.8","1037"
"Bobby Jones","Padres","8","19","0","33","33","195.0","5.22","1.75","1.71",".310","64.5 %","","","5.12","5.00","","0.8","1039"
"Jamey Wright","Brewers","11","12","0","33","33","194.2","5.96","4.53","1.20",".294","72.2 %","","","4.90","5.28","","0.8","715"
"Dustin Hermanson","Cardinals","14","13","0","33","33","192.1","5.76","3.42","1.59",".272","74.4 %","","","4.45","5.33","","0.5","195"
"Jose Lima","- - -","6","12","0","32","27","165.2","4.56","2.06","1.90",".293","66.7 %","","","5.54","5.63","","-0.2","475"
"Dave Mlicki","- - -","11","11","0","34","29","167.2","5.21","3.97","1.99",".302","70.8 %","","","6.17","6.35","","-1.3","569"
