"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Derek Holland","Rangers","12","7","0","29","27","175.1","7.44","2.67","1.64",".261","67.9 %","43.1 %","15.2 %","4.67","4.75","4.14","1.5","4141"
"Edinson Volquez","Padres","11","11","0","32","32","182.2","8.57","5.17","0.69",".292","73.1 %","50.6 %","9.9 %","4.14","4.06","4.20","1.5","3990"
"Luke Hochevar","Royals","8","16","0","32","32","185.1","6.99","2.96","1.31",".315","62.6 %","43.3 %","13.5 %","5.73","4.63","4.32","1.4","6943"
"Mike Leake","Reds","8","9","0","30","30","179.0","5.83","2.06","1.31",".306","71.0 %","48.9 %","16.7 %","4.58","4.42","3.82","1.2","10130"
"Ivan Nova","Yankees","12","8","0","28","28","170.1","8.08","2.96","1.48",".331","72.5 %","45.2 %","16.6 %","5.02","4.60","3.92","1.1","1994"
"Barry Zito","Giants","15","8","0","32","32","184.1","5.57","3.42","0.98",".281","73.0 %","40.4 %","8.7 %","4.15","4.49","4.92","1.0","944"
"Ubaldo Jimenez","Indians","9","17","0","31","31","176.2","7.28","4.84","1.27",".309","68.6 %","38.4 %","11.8 %","5.40","5.06","4.98","0.9","3374"
"Tim Lincecum","Giants","10","15","0","33","33","186.0","9.19","4.35","1.11",".309","67.8 %","45.9 %","14.6 %","5.18","4.18","3.81","0.9","5705"
"Kevin Correia","Pirates","12","11","0","32","28","171.0","4.68","2.42","1.05",".274","69.0 %","51.2 %","12.0 %","4.21","4.43","4.34","0.9","1767"
"Jeremy Hellickson","Rays","10","11","0","31","31","177.0","6.31","3.00","1.27",".261","82.7 %","41.8 %","12.4 %","3.10","4.60","4.44","0.8","4371"
"Jeremy Guthrie","- - -","8","12","0","33","29","181.2","5.00","2.48","1.49",".294","70.0 %","40.8 %","13.5 %","4.76","5.10","4.75","0.8","2072"
"Clay Buchholz","Red Sox","11","8","0","29","29","189.1","6.13","3.04","1.19",".283","69.7 %","47.6 %","13.0 %","4.56","4.65","4.43","0.8","3543"
"Mike Minor","Braves","11","10","0","30","30","179.1","7.28","2.81","1.30",".252","70.6 %","35.4 %","11.7 %","4.12","4.38","4.32","0.7","10021"
"Clayton Richard","Padres","14","14","0","33","33","218.2","4.40","1.73","1.28",".272","71.4 %","53.8 %","15.0 %","3.99","4.62","4.16","0.4","3551"
"Ricky Romero","Blue Jays","9","14","0","32","32","181.0","6.17","5.22","1.04",".311","67.4 %","53.5 %","13.8 %","5.77","5.14","4.86","0.4","3403"
"Henderson Alvarez","Blue Jays","9","14","0","31","31","187.1","3.80","2.59","1.39",".291","70.1 %","57.0 %","18.1 %","4.85","5.18","4.42","0.3","5669"
"Tommy Hanson","Braves","13","10","0","31","31","174.2","8.30","3.66","1.39",".314","74.1 %","39.8 %","13.5 %","4.48","4.57","4.24","0.2","9129"
"Ervin Santana","Angels","9","13","0","30","30","178.0","6.72","3.08","1.97",".241","69.8 %","43.2 %","18.9 %","5.16","5.63","4.48","-0.8","3200"
