"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Manny Parra","Brewers","10","8","0","32","29","166.0","7.97","4.07","0.98",".327","71.7 %","51.6 %","13.5 %","4.39","4.16","3.81","2.3","4279"
"Jeremy Guthrie","Orioles","10","12","0","30","30","190.2","5.66","2.74","1.13",".259","76.7 %","43.8 %","10.5 %","3.63","4.53","4.48","2.3","2072"
"Bronson Arroyo","Reds","15","11","0","34","34","200.0","7.34","3.06","1.31",".314","70.1 %","41.5 %","13.1 %","4.77","4.50","4.07","2.3","978"
"Joe Saunders","Angels","17","7","0","31","31","198.0","4.68","2.41","0.95",".266","75.7 %","46.6 %","8.7 %","3.41","4.36","4.60","2.3","4366"
"Dana Eveland","Athletics","9","9","0","29","29","168.0","6.32","4.13","0.54",".312","72.5 %","48.7 %","6.6 %","4.34","4.09","4.51","2.2","5508"
"Gavin Floyd","White Sox","17","8","0","33","33","206.1","6.32","3.05","1.31",".256","71.4 %","41.1 %","11.8 %","3.84","4.77","4.50","2.2","3886"
"Jesse Litsch","Blue Jays","13","9","0","29","28","176.0","5.06","1.99","1.02",".278","74.1 %","48.4 %","10.7 %","3.58","4.29","4.21","2.0","3688"
"Nick Blackburn","Twins","11","11","0","33","33","193.1","4.47","1.82","1.07",".305","70.7 %","44.9 %","10.0 %","4.05","4.40","4.42","1.9","4270"
"Joe Blanton","- - -","9","12","0","33","33","197.2","5.05","3.01","1.00",".290","68.4 %","44.3 %","9.4 %","4.69","4.52","4.64","1.8","4849"
"Brett Myers","Phillies","10","13","0","30","30","190.0","7.72","3.08","1.37",".303","72.6 %","47.1 %","15.7 %","4.55","4.52","3.82","1.8","962"
"Todd Wellemeyer","Cardinals","13","9","0","32","32","191.2","6.29","2.91","1.17",".264","76.9 %","39.3 %","10.6 %","3.71","4.51","4.44","1.8","1709"
"Jason Marquis","Cubs","11","9","0","29","28","167.0","4.90","3.77","0.81",".283","71.2 %","47.6 %","8.3 %","4.53","4.61","4.86","1.7","105"
"Oliver Perez","Mets","10","7","0","34","34","194.0","8.35","4.87","1.11",".271","73.4 %","32.0 %","9.8 %","4.22","4.68","4.74","1.6","1514"
"Edwin Jackson","Rays","14","11","0","32","31","183.1","5.30","3.78","1.13",".302","76.1 %","39.1 %","9.6 %","4.42","4.88","4.97","1.5","1841"
"Braden Looper","Cardinals","12","14","0","33","33","199.0","4.88","2.04","1.13",".292","72.2 %","48.4 %","11.7 %","4.16","4.52","4.30","1.5","526"
"Aaron Harang","Reds","6","17","0","30","29","184.1","7.47","2.44","1.71",".307","73.6 %","34.1 %","13.9 %","4.78","4.79","4.12","1.5","1451"
"Armando Galarraga","Tigers","13","7","0","30","28","178.2","6.35","3.07","1.41",".236","75.6 %","43.5 %","13.0 %","3.73","4.88","4.43","1.4","4222"
"Vicente Padilla","Rangers","14","8","0","29","29","171.0","6.68","3.42","1.37",".303","72.2 %","42.7 %","12.5 %","4.74","5.03","4.65","1.4","964"
"John Lackey","Angels","12","5","0","24","24","163.1","7.16","2.20","1.43",".288","80.2 %","45.1 %","15.4 %","3.75","4.53","3.82","1.4","1507"
"Greg Smith","Athletics","7","16","0","32","32","190.1","5.25","4.11","0.99",".256","72.7 %","34.2 %","7.9 %","4.16","4.82","5.23","1.4","3455"
"Dave Bush","Brewers","9","10","0","31","29","185.0","5.30","2.34","1.41",".236","71.5 %","41.1 %","12.0 %","4.18","4.93","4.61","1.3","4635"
"Jon Garland","Angels","14","8","0","32","32","196.2","4.12","2.70","1.05",".313","69.2 %","49.9 %","11.9 %","4.90","4.76","4.54","1.3","232"
"Barry Zito","Giants","10","17","0","32","32","180.0","6.00","5.10","0.80",".295","65.7 %","36.4 %","6.8 %","5.15","4.72","5.29","1.3","944"
"John Lannan","Nationals","9","15","0","31","31","182.0","5.79","3.56","1.14",".266","74.0 %","54.2 %","15.2 %","3.91","4.79","4.24","1.2","7080"
"Scott Olsen","Marlins","8","11","0","33","33","201.2","5.04","3.08","1.34",".258","71.6 %","37.4 %","10.9 %","4.20","5.02","4.89","1.2","4529"
"Tim Redding","Nationals","10","11","0","33","33","182.0","5.93","3.21","1.34",".294","68.5 %","39.8 %","11.3 %","4.95","4.93","4.72","1.2","573"
"Tim Wakefield","Red Sox","10","11","0","30","30","181.0","5.82","2.98","1.24",".239","71.9 %","35.5 %","9.1 %","4.13","4.84","5.04","1.1","219"
"Nate Robertson","Tigers","7","11","0","32","28","168.2","5.76","3.31","1.39",".341","64.3 %","44.5 %","12.6 %","6.35","4.99","4.61","1.1","1620"
"Johnny Cueto","Reds","9","14","0","31","31","174.0","8.17","3.52","1.50",".298","72.5 %","38.6 %","13.9 %","4.81","4.90","4.31","1.1","6893"
"Brian Bannister","Royals","9","16","0","32","32","182.2","5.57","2.86","1.43",".308","63.9 %","37.5 %","11.5 %","5.76","5.03","4.78","1.0","5718"
"Livan Hernandez","- - -","13","11","0","31","31","180.0","3.35","2.15","1.25",".344","64.8 %","44.5 %","10.7 %","6.05","4.94","4.84","0.9","1116"
"Kenny Rogers","Tigers","9","13","0","30","30","173.2","4.25","3.68","1.14",".318","66.6 %","41.5 %","9.6 %","5.70","5.22","5.30","0.9","1277"
"Paul Byrd","- - -","11","12","0","30","30","180.0","4.10","1.70","1.55",".285","73.9 %","35.8 %","12.0 %","4.60","5.14","4.80","0.7","594"
"Daniel Cabrera","Orioles","8","10","0","30","30","180.0","4.75","4.50","1.20",".295","72.4 %","48.0 %","12.2 %","5.25","5.61","5.31","0.1","1931"
"Jeff Suppan","Brewers","10","10","0","31","31","177.2","4.56","3.39","1.52",".301","71.2 %","44.4 %","15.7 %","4.96","5.51","4.73","0.0","633"
"Brandon Backe","Astros","9","14","0","31","31","166.2","6.86","4.16","1.94",".324","72.7 %","37.9 %","16.1 %","6.05","5.87","4.83","-0.4","1529"
