"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Russ Ortiz","Braves","21","7","0","34","34","212.1","6.32","4.32","0.72",".250","70.2 %","41.2 %","7.4 %","3.81","4.17","4.70","3.0","1124"
"Matt Clement","Cubs","14","12","0","32","32","201.2","7.63","3.53","0.98",".260","70.1 %","52.5 %","15.2 %","4.11","4.14","3.77","2.9","271"
"Darrell May","Royals","10","8","0","35","32","210.0","4.93","2.27","1.33",".249","73.8 %","32.2 %","9.7 %","3.77","4.64","4.94","2.8","613"
"Kyle Lohse","Twins","14","11","0","33","33","201.0","5.82","2.01","1.25",".285","69.4 %","38.4 %","10.6 %","4.61","4.29","4.39","2.8","739"
"Matt Morris","Cardinals","11","8","0","27","27","172.1","6.27","2.04","1.04",".277","73.2 %","46.9 %","10.9 %","3.76","3.90","3.94","2.8","1172"
"Brad Radke","Twins","14","10","0","33","33","212.1","5.09","1.19","1.36",".299","71.2 %","39.4 %","12.2 %","4.49","4.33","4.17","2.8","748"
"Jeff Suppan","- - -","13","11","0","32","31","204.0","4.85","2.25","1.01",".285","73.0 %","45.2 %","11.1 %","4.19","4.29","4.31","2.7","633"
"Tim Redding","Astros","10","14","0","33","32","176.0","5.93","3.32","0.82",".288","72.6 %","43.2 %","8.0 %","3.68","4.12","4.59","2.7","573"
"John Burkett","Red Sox","12","9","0","32","30","181.2","5.30","2.33","0.99",".302","65.2 %","40.5 %","9.4 %","5.15","4.21","4.49","2.7","179"
"Vicente Padilla","Phillies","14","12","0","32","32","208.2","5.74","2.67","0.95",".271","74.0 %","46.7 %","10.2 %","3.62","4.25","4.38","2.7","964"
"Mike Hampton","Braves","14","8","0","31","31","190.0","5.21","3.69","0.66",".277","70.9 %","52.3 %","9.1 %","3.84","4.08","4.30","2.6","430"
"Kenny Rogers","Twins","13","8","0","33","31","195.0","5.35","2.31","1.02",".314","70.0 %","39.6 %","10.3 %","4.57","4.25","4.38","2.5","1277"
"Randy Wolf","Phillies","16","10","0","33","33","200.0","7.97","3.51","1.22",".265","71.6 %","39.8 %","12.4 %","4.23","4.28","4.10","2.5","976"
"Adam Eaton","Padres","9","12","0","31","31","183.0","7.18","3.34","0.98",".279","71.4 %","44.2 %","10.4 %","4.08","4.09","4.20","2.5","1029"
"Al Leiter","Mets","15","9","0","30","30","180.2","6.92","4.68","0.75",".298","76.0 %","39.1 %","7.1 %","3.99","4.28","4.91","2.4","883"
"Derek Lowe","Red Sox","17","7","0","33","33","203.1","4.87","3.19","0.75",".294","67.6 %","65.9 %","16.5 %","4.47","4.26","3.91","2.4","199"
"Brett Myers","Phillies","14","9","0","32","32","193.0","6.67","3.54","0.93",".308","72.9 %","49.9 %","11.9 %","4.43","4.22","4.14","2.3","962"
"Cory Lidle","Blue Jays","12","15","0","31","31","192.2","5.23","2.80","1.12",".300","59.8 %","48.9 %","13.4 %","5.75","4.50","4.24","2.3","926"
"Darren Oliver","Rockies","13","11","0","33","32","180.1","4.39","3.04","1.05",".296","67.3 %","43.8 %","10.6 %","5.04","4.72","4.80","2.2","206"
"Jason Jennings","Rockies","12","13","0","32","32","181.1","5.91","4.37","0.99",".327","68.6 %","45.7 %","11.3 %","5.11","4.69","4.68","2.2","434"
"Odalis Perez","Dodgers","12","12","0","30","30","185.1","6.85","2.23","1.36",".294","70.7 %","53.0 %","19.7 %","4.52","4.27","3.42","2.2","668"
"Elmer Dessens","Diamondbacks","8","8","0","34","30","175.2","5.79","2.92","1.13",".325","68.5 %","49.2 %","12.0 %","5.07","4.41","4.31","2.2","317"
"Jeff D'Amico","Pirates","9","16","0","29","29","175.1","5.13","2.16","1.18",".305","67.5 %","38.2 %","10.4 %","4.77","4.43","4.57","2.1","871"
"Kip Wells","Pirates","10","9","0","31","31","197.1","6.70","3.47","1.09",".253","80.3 %","51.4 %","13.3 %","3.28","4.38","4.14","2.1","1012"
"Matt Kinney","Brewers","10","13","0","33","31","190.2","7.17","3.78","1.27",".299","66.6 %","34.6 %","11.3 %","5.19","4.63","4.62","2.1","737"
"Jason Johnson","Orioles","10","10","0","32","32","189.2","5.60","3.80","1.04",".309","74.9 %","43.1 %","11.3 %","4.18","4.72","4.71","2.1","147"
"Brian Anderson","- - -","14","11","0","32","31","197.2","3.96","1.96","1.23",".280","67.4 %","40.4 %","11.8 %","3.78","4.64","4.55","1.9","44"
"John Lackey","Angels","10","16","0","33","33","204.0","6.66","2.91","1.37",".306","71.2 %","38.3 %","13.6 %","4.63","4.64","4.30","1.8","1507"
"Brian Lawrence","Padres","10","15","0","33","33","210.2","4.96","2.44","1.15",".266","71.1 %","49.5 %","12.7 %","4.19","4.56","4.37","1.8","1045"
"Steve Trachsel","Mets","16","10","0","33","33","204.2","4.88","2.86","1.14",".273","77.3 %","37.4 %","9.8 %","3.78","4.59","4.84","1.8","898"
"Jon Garland","White Sox","12","13","0","32","32","191.2","5.07","3.47","1.31",".267","71.9 %","45.4 %","14.1 %","4.51","5.02","4.63","1.7","232"
"Freddy Garcia","Mariners","12","14","0","33","33","201.1","6.44","3.17","1.39",".273","72.0 %","41.0 %","13.0 %","4.51","4.82","4.55","1.6","1077"
"Nate Cornejo","Tigers","6","17","0","32","32","194.2","2.13","2.68","0.83",".304","68.4 %","50.6 %","8.6 %","4.67","4.70","5.06","1.6","462"
"Jarrod Washburn","Angels","10","15","0","32","32","207.1","5.12","2.34","1.48",".259","73.7 %","32.1 %","11.0 %","4.43","4.97","5.01","1.6","40"
"Paul Wilson","Reds","8","10","0","28","28","166.2","5.02","2.70","1.30",".299","70.3 %","42.2 %","12.9 %","4.64","4.81","4.57","1.5","1234"
"Gil Meche","Mariners","15","13","0","32","32","186.1","6.28","3.04","1.45",".281","73.9 %","36.8 %","13.5 %","4.59","4.79","4.44","1.5","1089"
"Horacio Ramirez","Braves","12","4","0","29","29","182.1","4.94","3.55","1.04",".275","73.2 %","48.4 %","12.7 %","4.00","4.72","4.54","1.4","110"
"Shane Reynolds","Braves","11","9","0","30","29","167.1","5.06","3.17","1.08",".311","67.0 %","44.7 %","11.3 %","5.43","4.66","4.65","1.4","574"
"Tom Glavine","Mets","9","14","0","32","32","183.1","4.03","3.24","1.03",".297","73.5 %","46.4 %","10.5 %","4.52","4.74","4.84","1.3","90"
"Ryan Franklin","Mariners","11","13","0","32","32","212.0","4.20","2.59","1.44",".245","79.5 %","34.3 %","11.1 %","3.57","5.17","5.19","1.0","1076"
"Jason Davis","Indians","8","11","0","27","27","165.1","4.63","2.56","1.36",".277","65.6 %","47.1 %","14.3 %","4.68","4.97","4.54","1.0","1598"
"Brett Tomko","Cardinals","13","9","0","33","32","202.2","5.06","2.53","1.55",".314","70.9 %","46.3 %","15.0 %","5.28","5.07","4.50","1.0","1056"
"Victor Zambrano","Devil Rays","12","10","0","34","28","188.1","6.31","5.07","1.00",".259","74.2 %","45.7 %","11.0 %","4.21","5.09","5.12","0.9","1237"
"Jake Peavy","Padres","12","11","0","32","32","194.2","7.21","3.79","1.53",".255","77.8 %","39.4 %","14.8 %","4.11","4.99","4.46","0.8","1051"
"Ramon Ortiz","Angels","16","13","0","32","32","180.0","4.70","3.15","1.40",".293","66.6 %","35.7 %","11.2 %","5.20","5.26","5.25","0.8","27"
"Mike Maroth","Tigers","9","21","0","33","33","193.1","4.05","2.33","1.58",".295","65.5 %","44.3 %","16.1 %","5.73","5.32","4.62","0.4","1508"
"Danny Graves","Reds","4","15","2","30","26","169.0","3.20","2.18","1.60",".289","68.6 %","44.6 %","15.5 %","5.33","5.48","4.85","0.3","326"
"Garrett Stephenson","Cardinals","7","13","0","32","27","174.1","4.70","3.10","1.55",".248","73.7 %","31.2 %","12.1 %","4.59","5.48","5.31","0.1","1185"
"Wayne Franklin","Brewers","10","13","0","36","34","194.2","5.36","4.35","1.66",".269","69.1 %","33.6 %","12.6 %","5.50","5.85","5.59","-0.2","557"
"Damian Moss","- - -","10","12","0","31","29","165.2","4.29","5.00","1.30",".288","73.0 %","43.0 %","12.1 %","5.16","5.83","5.69","-0.6","107"
