"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Jon Garland","White Sox","18","7","0","33","32","211.1","4.77","1.75","1.11",".309","70.7 %","42.1 %","9.5 %","4.51","4.35","4.58","3.6","232"
"Jake Westbrook","Indians","15","10","0","32","32","211.1","4.64","2.34","0.64",".322","70.2 %","60.8 %","9.6 %","4.17","3.88","4.00","3.6","412"
"Brad Penny","Dodgers","16","9","0","34","33","189.0","7.05","2.57","0.90",".321","72.2 %","43.5 %","8.9 %","4.33","3.89","4.17","3.6","535"
"Brett Myers","Phillies","12","7","0","31","31","198.0","8.59","2.86","1.32",".301","76.1 %","45.6 %","14.3 %","3.91","4.14","3.68","3.5","962"
"Jeff Francis","Rockies","13","11","0","32","32","199.0","5.29","3.12","0.81",".270","68.9 %","44.7 %","7.9 %","4.16","4.38","4.83","3.5","4684"
"Andy Pettitte","Astros","14","13","0","36","35","214.1","7.47","2.94","1.13",".324","72.0 %","49.7 %","14.4 %","4.20","4.13","3.72","3.4","840"
"Felix Hernandez","Mariners","12","14","0","31","31","191.0","8.29","2.83","1.08",".312","68.2 %","57.7 %","16.4 %","4.52","3.91","3.37","3.3","4772"
"Randy Johnson","Yankees","17","11","0","33","33","205.0","7.55","2.63","1.23",".281","61.8 %","41.9 %","10.9 %","5.00","4.27","4.26","3.2","60"
"Zach Duke","Pirates","10","15","0","34","34","215.1","4.89","2.84","0.71",".328","69.9 %","51.3 %","8.3 %","4.47","4.13","4.44","3.2","3840"
"Vicente Padilla","Rangers","15","10","0","33","33","200.0","7.02","3.15","0.95",".304","70.2 %","44.1 %","9.9 %","4.50","4.26","4.38","3.2","964"
"Joe Blanton","Athletics","16","12","0","32","31","194.1","4.96","2.69","0.79",".335","68.9 %","43.3 %","6.8 %","4.82","4.16","4.83","3.2","4849"
"Freddy Garcia","White Sox","17","9","0","33","33","216.1","5.62","2.00","1.33",".282","70.1 %","41.2 %","10.9 %","4.53","4.58","4.57","3.1","1077"
"Dontrelle Willis","Marlins","12","12","0","34","34","223.1","6.45","3.34","0.85",".308","75.0 %","47.5 %","9.2 %","3.87","4.31","4.52","3.0","1703"
"Ervin Santana","Angels","16","8","0","33","33","204.0","6.22","3.09","0.93",".265","67.1 %","38.6 %","7.7 %","4.28","4.29","4.84","3.0","3200"
"Tom Glavine","Mets","15","7","0","32","32","198.0","5.95","2.82","1.00",".290","73.6 %","44.3 %","10.9 %","3.82","4.30","4.28","2.9","90"
"Miguel Batista","Diamondbacks","11","8","0","34","33","206.1","4.80","3.66","0.79",".308","69.3 %","51.7 %","9.2 %","4.58","4.52","4.72","2.9","46"
"Justin Verlander","Tigers","17","9","0","30","30","186.0","6.00","2.90","1.02",".294","78.3 %","41.9 %","10.3 %","3.63","4.35","4.42","2.8","8700"
"Doug Davis","Brewers","11","11","0","34","34","203.1","7.04","4.51","0.84",".302","68.1 %","44.1 %","8.8 %","4.91","4.38","4.66","2.8","1244"
"Orlando Hernandez","- - -","11","11","0","29","29","162.1","9.09","3.38","1.22",".302","70.0 %","34.0 %","10.5 %","4.66","4.24","4.29","2.7","823"
"Scott Olsen","Marlins","12","10","0","31","31","180.2","8.27","3.74","1.15",".280","70.5 %","44.8 %","12.5 %","4.04","4.33","4.10","2.5","4529"
"Clay Hensley","Padres","11","12","0","37","29","187.0","5.87","3.66","0.72",".278","73.7 %","53.9 %","8.9 %","3.71","4.15","4.37","2.5","4593"
"Tim Hudson","Braves","13","12","0","35","35","218.1","5.81","3.26","1.03",".298","67.4 %","57.8 %","14.4 %","4.86","4.55","4.19","2.5","921"
"Jon Lieber","Phillies","9","11","0","27","27","168.0","5.36","1.29","1.45",".303","67.0 %","43.0 %","13.5 %","4.93","4.58","4.17","2.4","287"
"Cliff Lee","Indians","14","11","0","33","33","200.2","5.79","2.60","1.30",".296","70.6 %","32.7 %","8.8 %","4.40","4.73","5.16","2.3","1636"
"Matt Morris","Giants","10","15","0","33","33","207.2","5.07","2.73","0.95",".285","65.1 %","45.7 %","9.5 %","4.98","4.51","4.70","2.3","1172"
"Barry Zito","Athletics","16","10","0","34","34","221.0","6.15","4.03","1.10",".281","78.5 %","38.3 %","9.0 %","3.83","4.89","5.22","2.2","944"
"Nate Robertson","Tigers","13","13","0","32","32","208.2","5.91","2.89","1.25",".277","76.1 %","46.7 %","13.2 %","3.84","4.72","4.39","2.2","1620"
"Chris Young","Padres","11","5","0","31","31","179.1","8.23","3.46","1.41",".226","80.7 %","25.4 %","10.4 %","3.46","4.60","4.68","2.2","3196"
"Mark Hendrickson","- - -","6","15","0","31","25","164.2","5.41","3.39","0.93",".291","70.6 %","47.8 %","8.7 %","4.21","4.49","4.81","2.1","1574"
"Ted Lilly","Blue Jays","15","13","0","32","32","181.2","7.93","4.01","1.39",".288","73.8 %","37.7 %","12.1 %","4.31","4.79","4.58","2.1","833"
"Kenny Rogers","Tigers","17","8","0","34","33","204.0","4.37","2.74","1.01",".262","72.3 %","50.0 %","10.8 %","3.84","4.69","4.69","2.1","1277"
"Livan Hernandez","- - -","13","13","0","34","34","216.0","5.33","3.25","1.21",".301","70.6 %","36.4 %","9.3 %","4.83","4.85","5.14","2.0","1116"
"Ian Snell","Pirates","14","11","0","32","32","186.0","8.18","3.58","1.40",".314","72.8 %","42.7 %","14.9 %","4.74","4.58","4.03","1.9","2227"
"Jarrod Washburn","Mariners","8","14","0","31","31","187.0","4.96","2.65","1.20",".279","69.8 %","39.7 %","9.3 %","4.67","4.78","5.07","1.9","40"
"Jamie Moyer","- - -","11","14","0","33","33","211.1","4.60","2.17","1.41",".280","73.2 %","40.0 %","11.7 %","4.30","4.95","4.80","1.9","1091"
"Gil Meche","Mariners","11","8","0","32","32","186.2","7.52","4.05","1.16",".295","70.0 %","43.1 %","11.3 %","4.48","4.63","4.55","1.9","1089"
"Jeff Suppan","Cardinals","12","7","0","32","32","190.0","4.93","3.27","0.99",".293","72.3 %","46.8 %","10.8 %","4.12","4.70","4.70","1.9","633"
"Claudio Vargas","Diamondbacks","12","10","0","31","30","167.2","6.60","2.79","1.45",".294","69.5 %","39.9 %","11.6 %","4.83","4.85","4.70","1.9","1695"
"Josh Fogg","Rockies","11","9","0","31","31","172.0","4.87","3.14","1.26",".313","65.9 %","42.5 %","10.8 %","5.49","5.03","5.03","1.7","989"
"Mark Buehrle","White Sox","12","13","0","32","32","204.0","4.32","2.12","1.59",".307","70.6 %","44.1 %","13.8 %","4.99","5.27","4.78","1.7","225"
"Paul Byrd","Indians","10","9","0","31","31","179.0","4.42","1.91","1.31",".318","65.1 %","38.5 %","10.6 %","4.88","4.79","4.83","1.7","594"
"Rodrigo Lopez","Orioles","9","18","0","36","29","189.0","6.48","2.81","1.52",".328","66.6 %","42.8 %","14.3 %","5.90","4.91","4.37","1.7","150"
"Brad Radke","Twins","12","9","0","28","28","162.1","4.60","1.77","1.33",".315","72.8 %","41.6 %","11.1 %","4.32","4.66","4.61","1.6","748"
"Paul Maholm","Pirates","8","10","0","30","30","176.0","5.98","4.14","0.97",".327","73.4 %","53.0 %","12.8 %","4.76","4.81","4.59","1.4","8678"
"Mark Redman","Royals","11","10","0","29","29","167.0","4.10","3.40","1.02",".319","66.2 %","44.8 %","9.4 %","5.71","4.99","5.22","1.2","491"
"Cory Lidle","- - -","12","10","0","31","30","170.2","6.86","3.06","1.58",".293","72.1 %","49.9 %","16.9 %","4.85","5.12","4.30","1.2","926"
"Josh Beckett","Red Sox","16","11","0","33","33","204.2","6.95","3.25","1.58",".262","69.0 %","45.1 %","15.4 %","5.01","5.12","4.44","1.0","510"
"Kris Benson","Orioles","11","12","0","30","30","183.0","4.33","2.85","1.62",".279","73.0 %","41.5 %","13.9 %","4.82","5.59","5.08","0.6","982"
"Steve Trachsel","Mets","15","8","0","30","30","164.2","4.32","4.26","1.26",".293","73.7 %","41.5 %","10.1 %","4.97","5.50","5.62","0.5","898"
"Joel Pineiro","Mariners","8","13","1","40","25","165.2","4.73","3.48","1.25",".327","63.8 %","47.6 %","13.4 %","6.36","5.24","4.90","0.4","1094"
"Jeff Weaver","- - -","8","14","0","31","31","172.0","5.60","2.46","1.78",".313","68.8 %","39.0 %","14.9 %","5.76","5.47","4.76","0.3","503"
"Ramon Ortiz","Nationals","11","16","0","33","33","190.2","4.91","3.02","1.46",".304","68.9 %","40.8 %","11.7 %","5.57","5.46","5.29","0.2","27"
"Jason Marquis","Cardinals","14","16","0","33","33","194.1","4.45","3.47","1.62",".287","66.9 %","42.6 %","13.1 %","6.02","5.90","5.50","-0.5","105"
"Carlos Silva","Twins","11","15","0","36","31","180.1","3.49","1.60","1.90",".313","66.9 %","43.5 %","16.1 %","5.94","5.76","4.86","-0.5","973"
