"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Tim Wakefield","Red Sox","17","12","0","31","31","189.0","5.24","3.05","1.05",".282","67.9 %","38.9 %","8.4 %","4.76","4.67","4.89","1.9","219"
"Nate Robertson","Tigers","9","13","0","30","30","177.2","6.03","3.19","1.11",".308","71.3 %","44.6 %","10.0 %","4.76","4.62","4.57","1.8","1620"
"Paul Byrd","Indians","15","8","0","31","31","192.1","4.12","1.31","1.26",".309","70.6 %","38.3 %","9.5 %","4.59","4.68","4.71","1.8","594"
"Chad Gaudin","Athletics","11","13","0","34","34","199.1","6.95","4.52","0.95",".305","72.3 %","51.0 %","11.5 %","4.42","4.69","4.47","1.8","1783"
"Paul Maholm","Pirates","10","15","0","29","29","177.2","5.32","2.48","1.11",".312","65.3 %","53.3 %","12.7 %","5.02","4.60","4.21","1.8","8678"
"Daniel Cabrera","Orioles","9","18","0","34","34","204.1","7.31","4.76","1.10",".299","66.8 %","49.5 %","11.7 %","5.55","5.01","4.73","1.7","1931"
"Barry Zito","Giants","11","13","0","34","33","196.2","5.99","3.80","1.10",".260","69.7 %","39.1 %","9.6 %","4.53","4.82","4.84","1.6","944"
"Tom Glavine","Mets","13","8","0","34","34","200.1","4.00","2.88","1.03",".290","72.6 %","41.8 %","9.1 %","4.45","4.86","4.95","1.5","90"
"Jason Marquis","Cubs","12","9","0","34","33","191.2","5.12","3.57","1.03",".268","67.7 %","49.5 %","10.5 %","4.60","4.99","4.86","1.4","105"
"Braden Looper","Cardinals","12","12","0","31","30","175.0","4.47","2.62","1.13",".277","66.6 %","42.2 %","10.2 %","4.94","4.82","4.74","1.4","526"
"Josh Fogg","Rockies","10","9","0","30","29","165.2","5.11","3.21","1.25",".308","71.4 %","40.0 %","10.1 %","4.94","5.21","5.13","1.3","989"
"Boof Bonser","Twins","8","12","0","31","30","173.0","7.08","3.38","1.40",".319","69.6 %","45.0 %","12.9 %","5.10","4.91","4.40","1.0","2159"
"Kip Wells","Cardinals","7","17","0","34","26","162.2","6.75","4.32","1.05",".320","63.7 %","48.2 %","11.0 %","5.70","4.86","4.68","0.9","1012"
"Dontrelle Willis","Marlins","10","15","0","35","35","205.1","6.40","3.81","1.27",".318","70.0 %","46.4 %","13.4 %","5.17","5.13","4.62","0.9","1703"
"Woody Williams","Astros","8","15","0","33","31","188.0","4.84","2.54","1.68",".286","72.0 %","39.2 %","12.1 %","5.27","5.62","5.13","0.6","1190"
"Scott Olsen","Marlins","10","15","0","33","33","176.2","6.78","4.33","1.48",".341","65.6 %","37.6 %","12.8 %","5.81","5.33","4.81","0.5","4529"
"Livan Hernandez","Diamondbacks","11","11","0","33","33","204.1","3.96","3.48","1.50",".303","76.0 %","38.5 %","11.8 %","4.93","5.77","5.37","0.2","1116"
"Matt Chico","Nationals","7","9","0","31","31","167.0","5.07","3.99","1.40",".286","73.6 %","33.4 %","9.8 %","4.63","5.56","5.52","0.1","6068"
