"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Lance Lynn","Cardinals","15","10","0","33","33","203.2","8.00","3.18","0.57",".290","78.1 %","44.3 %","6.1 %","2.74","3.35","3.81","3.6","2520"
"Dallas Keuchel","Astros","12","9","0","29","29","200.0","6.57","2.16","0.50",".295","75.5 %","63.5 %","9.6 %","2.93","3.21","3.20","3.5","9434"
"Sonny Gray","Athletics","14","10","0","33","33","219.0","7.52","3.04","0.62",".277","74.5 %","55.9 %","9.4 %","3.08","3.46","3.47","3.5","12768"
"Julio Teheran","Braves","14","13","0","33","33","221.0","7.57","2.08","0.90",".267","75.9 %","34.8 %","8.1 %","2.89","3.49","3.72","3.4","6797"
"James Shields","Royals","14","8","0","34","34","227.0","7.14","1.74","0.91",".295","74.6 %","45.2 %","9.7 %","3.21","3.59","3.56","3.4","7059"
"Scott Kazmir","Athletics","15","9","0","32","32","190.1","7.75","2.36","0.76",".285","71.1 %","43.8 %","7.8 %","3.55","3.35","3.59","3.4","4897"
"Nathan Eovaldi","Marlins","6","14","0","33","33","199.2","6.40","1.94","0.63",".323","65.5 %","44.8 %","6.6 %","4.37","3.37","3.78","3.3","9132"
"Tanner Roark","Nationals","15","10","0","31","31","198.2","6.25","1.77","0.72",".270","79.3 %","41.4 %","7.0 %","2.85","3.47","3.84","3.3","8753"
"Ervin Santana","Braves","14","10","0","31","31","196.0","8.22","2.89","0.73",".319","71.6 %","42.7 %","8.8 %","3.95","3.39","3.47","3.2","3200"
"Justin Verlander","Tigers","15","12","0","32","32","206.0","6.95","2.84","0.79",".317","66.8 %","39.6 %","6.8 %","4.54","3.74","4.19","3.2","8700"
"Hiroki Kuroda","Yankees","11","9","0","32","32","199.0","6.60","1.58","0.90",".279","69.3 %","46.9 %","10.0 %","3.71","3.60","3.54","3.1","3283"
"Rick Porcello","Tigers","15","13","0","32","31","204.2","5.67","1.80","0.79",".298","72.4 %","49.0 %","9.5 %","3.43","3.67","3.68","3.0","2717"
"Chris Archer","Rays","10","9","0","32","32","194.2","8.00","3.33","0.55",".296","71.6 %","46.5 %","6.9 %","3.33","3.39","3.70","2.9","6345"
"Alex Wood","Braves","11","11","0","35","24","171.2","8.91","2.36","0.84",".295","80.2 %","45.9 %","10.0 %","2.78","3.25","3.19","2.9","13781"
"Ian Kennedy","Padres","13","13","0","33","33","201.0","9.27","3.13","0.72",".315","74.0 %","39.7 %","7.8 %","3.63","3.21","3.44","2.8","6986"
"Aaron Harang","Braves","12","12","0","33","33","204.1","7.09","3.13","0.66",".318","74.8 %","39.4 %","6.4 %","3.57","3.57","4.03","2.8","1451"
"Hisashi Iwakuma","Mariners","15","9","0","28","28","179.0","7.74","1.06","1.01",".287","74.1 %","50.2 %","13.2 %","3.52","3.25","2.85","2.8","13048"
"Bartolo Colon","Mets","15","13","0","31","31","202.1","6.72","1.33","0.98",".307","70.2 %","39.3 %","8.8 %","4.09","3.57","3.68","2.8","375"
"Kyle Gibson","Twins","13","12","0","31","31","179.1","5.37","2.86","0.60",".287","66.3 %","54.4 %","7.8 %","4.47","3.80","3.99","2.7","10123"
"Tyson Ross","Padres","13","14","0","31","31","195.2","8.97","3.31","0.60",".291","75.1 %","57.0 %","11.3 %","2.81","3.24","3.11","2.6","7872"
"Brandon McCarthy","- - -","10","15","0","32","32","200.0","7.88","1.49","1.13",".328","70.9 %","52.6 %","16.3 %","4.05","3.55","2.87","2.6","4662"
"Drew Hutchison","Blue Jays","11","13","0","32","32","184.2","8.97","2.92","1.12",".293","71.2 %","36.1 %","9.7 %","4.48","3.85","3.82","2.6","10732"
"Yordano Ventura","Royals","14","10","0","31","30","183.0","7.82","3.39","0.69",".288","77.3 %","47.6 %","8.3 %","3.20","3.60","3.74","2.6","11855"
"Henderson Alvarez","Marlins","12","7","0","30","30","187.0","5.34","1.59","0.67",".304","79.3 %","53.8 %","9.5 %","2.65","3.58","3.57","2.5","5669"
"John Lackey","- - -","14","10","0","31","31","198.0","7.45","2.14","1.09",".305","72.6 %","44.4 %","11.7 %","3.82","3.78","3.48","2.5","1507"
"Alex Cobb","Rays","10","9","0","27","27","166.1","8.06","2.54","0.60",".282","77.9 %","56.2 %","8.5 %","2.87","3.23","3.33","2.5","6562"
"Matt Garza","Brewers","8","8","0","27","27","163.1","6.94","2.76","0.66",".268","66.6 %","43.3 %","7.0 %","3.64","3.54","3.88","2.5","3340"
"Zack Wheeler","Mets","11","11","0","32","32","185.1","9.08","3.84","0.68",".304","72.9 %","54.0 %","10.1 %","3.54","3.55","3.49","2.4","10310"
"Jon Niese","Mets","9","11","0","30","30","187.2","6.62","2.16","0.82",".304","74.6 %","47.7 %","9.8 %","3.40","3.67","3.63","2.4","4424"
"Wei-Yin Chen","Orioles","16","6","0","31","31","185.2","6.59","1.70","1.11",".296","77.5 %","41.0 %","10.5 %","3.54","3.89","3.75","2.3","13071"
"Chris Tillman","Orioles","13","6","0","34","34","207.1","6.51","2.86","0.91",".267","76.7 %","40.6 %","8.3 %","3.34","4.01","4.20","2.3","5279"
"Mike Leake","Reds","11","13","0","33","33","214.1","6.89","2.10","0.97",".298","75.5 %","53.4 %","13.1 %","3.70","3.88","3.49","2.3","10130"
"Jason Vargas","Royals","11","10","0","30","30","187.0","6.16","1.97","0.91",".299","74.5 %","38.3 %","8.2 %","3.71","3.84","4.05","2.3","8044"
"Tom Koehler","Marlins","10","10","0","32","32","191.1","7.20","3.34","0.75",".290","73.5 %","43.1 %","7.4 %","3.81","3.84","4.15","2.2","6570"
"Jarred Cosart","- - -","13","11","0","30","30","180.1","5.74","3.64","0.45",".290","71.5 %","54.2 %","6.0 %","3.69","3.77","4.15","2.0","10304"
"Kyle Lohse","Brewers","13","9","0","31","31","198.1","6.40","2.04","1.00",".268","72.6 %","40.1 %","8.9 %","3.54","3.95","4.05","1.9","739"
"Jason Hammel","- - -","10","11","0","30","29","176.1","8.06","2.25","1.17",".272","78.3 %","39.7 %","12.0 %","3.47","3.92","3.57","1.8","4538"
"Jake Odorizzi","Rays","11","13","0","31","31","168.0","9.32","3.16","1.07",".295","73.4 %","29.9 %","8.7 %","4.13","3.75","3.90","1.8","6397"
"R.A. Dickey","Blue Jays","14","13","0","34","34","215.2","7.22","3.09","1.09",".263","73.4 %","42.0 %","10.7 %","3.71","4.32","4.14","1.8","1245"
"A.J. Burnett","Phillies","8","18","0","34","34","213.2","8.00","4.04","0.84",".302","67.5 %","50.9 %","11.3 %","4.59","4.14","3.95","1.7","512"
"Jorge De La Rosa","Rockies","14","11","0","32","32","184.1","6.79","3.27","1.03",".263","70.8 %","51.6 %","12.9 %","4.10","4.34","3.95","1.7","2047"
"Dan Haren","Dodgers","13","11","0","32","32","186.0","7.02","1.74","1.31",".276","65.7 %","41.5 %","11.9 %","4.02","4.09","3.70","1.7","1757"
"Tim Hudson","Giants","9","13","0","31","31","189.1","5.70","1.62","0.71",".300","70.3 %","53.1 %","9.3 %","3.57","3.54","3.57","1.7","921"
"Francisco Liriano","Pirates","7","10","0","29","29","162.1","9.70","4.49","0.72",".280","74.7 %","54.4 %","11.6 %","3.38","3.59","3.40","1.6","3201"
"Yovani Gallardo","Brewers","8","11","0","32","32","192.1","6.83","2.53","0.98",".294","74.7 %","50.8 %","12.1 %","3.51","3.94","3.64","1.6","8173"
"Josh Collmenter","Diamondbacks","11","9","1","33","28","179.1","5.77","1.96","0.90",".267","72.5 %","38.8 %","8.3 %","3.46","3.87","4.07","1.6","7312"
"Doug Fister","Nationals","16","6","0","25","25","164.0","5.38","1.32","0.99",".262","83.1 %","48.9 %","10.1 %","2.41","3.93","3.85","1.5","9425"
"Wily Peralta","Brewers","17","11","0","32","32","198.2","6.98","2.76","1.04",".295","76.1 %","53.6 %","13.9 %","3.53","4.11","3.64","1.5","7738"
"Jake Peavy","- - -","7","13","0","32","32","202.2","7.02","2.80","1.02",".289","75.1 %","38.5 %","9.1 %","3.73","4.11","4.18","1.5","1051"
"Travis Wood","Cubs","8","13","0","31","31","173.2","7.57","3.94","1.04",".320","66.5 %","34.4 %","8.8 %","5.03","4.38","4.51","1.4","9884"
"Jered Weaver","Angels","18","9","0","34","34","213.1","7.13","2.74","1.14",".267","78.3 %","32.9 %","8.9 %","3.59","4.19","4.30","1.4","4235"
"Clay Buchholz","Red Sox","8","11","0","28","28","170.1","6.97","2.85","0.90",".315","62.1 %","46.6 %","9.2 %","5.34","4.01","4.04","1.3","3543"
"Alfredo Simon","Reds","15","10","0","32","32","196.1","5.82","2.57","1.01",".265","77.5 %","48.2 %","11.8 %","3.44","4.33","4.05","1.3","2155"
"Wade Miley","Diamondbacks","8","12","0","33","33","201.1","8.18","3.35","1.03",".317","72.1 %","51.1 %","13.9 %","4.34","3.98","3.50","1.3","8779"
"Bud Norris","Orioles","15","8","0","28","28","165.1","7.57","2.83","1.09",".279","78.6 %","42.2 %","11.2 %","3.65","4.22","3.98","1.3","9492"
"Scott Feldman","Astros","8","12","0","29","29","180.1","5.34","2.50","0.80",".291","71.6 %","46.9 %","8.9 %","3.74","4.11","4.19","1.3","6283"
"Colby Lewis","Rangers","10","14","0","29","29","170.1","7.03","2.54","1.32",".339","69.0 %","33.0 %","10.1 %","5.18","4.46","4.36","1.2","1259"
"Jeremy Guthrie","Royals","13","11","0","32","32","202.2","5.51","2.18","1.02",".294","72.4 %","43.6 %","9.4 %","4.13","4.32","4.33","1.2","2072"
"Roenis Elias","Mariners","10","12","0","29","29","163.2","7.86","3.52","0.88",".294","73.2 %","45.4 %","10.1 %","3.85","4.03","3.95","1.1","12673"
"Kyle Kendrick","Phillies","10","13","0","32","32","199.0","5.47","2.58","1.13",".290","70.5 %","44.6 %","11.0 %","4.61","4.57","4.35","1.0","6230"
"Ryan Vogelsong","Giants","8","13","0","32","32","184.2","7.36","2.83","0.88",".294","72.3 %","38.4 %","8.8 %","4.00","3.85","3.96","0.9","1011"
"Edinson Volquez","Pirates","13","7","0","32","31","192.2","6.54","3.32","0.79",".263","77.5 %","50.4 %","9.1 %","3.04","4.15","4.20","0.7","3990"
"Shelby Miller","Cardinals","10","9","0","32","31","183.0","6.25","3.59","1.08",".256","76.9 %","39.9 %","9.9 %","3.74","4.54","4.47","0.6","10197"
"John Danks","White Sox","11","11","0","32","32","193.2","5.99","3.44","1.16",".291","71.9 %","42.3 %","10.4 %","4.74","4.76","4.62","0.5","6329"
"C.J. Wilson","Angels","13","10","0","31","31","175.2","7.74","4.35","0.87",".306","70.5 %","47.8 %","11.3 %","4.51","4.31","4.11","0.5","3580"
"Hector Noesi","- - -","8","12","0","33","27","172.1","6.42","2.92","1.46",".290","70.4 %","38.0 %","12.7 %","4.75","4.83","4.29","0.2","3292"
"Roberto Hernandez","- - -","8","11","0","32","29","164.2","5.74","3.99","1.04",".266","72.9 %","49.7 %","12.2 %","4.10","4.85","4.52","0.1","3273"
"Chris Young","Mariners","12","9","0","30","29","165.0","5.89","3.27","1.42",".238","80.2 %","22.3 %","8.8 %","3.65","5.02","5.19","0.0","3196"
"Eric Stults","Padres","8","17","0","32","32","176.0","5.68","2.30","1.33",".296","73.0 %","43.3 %","12.5 %","4.30","4.63","4.17","-0.4","8011"
