"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Dwight Gooden","Yankees","11","7","0","29","29","170.2","6.64","4.64","1.00",".292","68.9 %","","","5.01","4.85","","2.1","1004852"
"Ramon Martinez","Dodgers","15","6","0","28","27","168.2","7.10","4.59","0.64",".286","74.3 %","","","3.42","4.19","","2.0","1008193"
"Frank Castillo","Cubs","7","16","0","33","33","182.1","6.86","2.27","1.38",".319","67.5 %","","","5.28","4.53","","1.9","180"
"Bobby Jones","Mets","12","8","0","31","31","195.2","5.34","2.12","1.20",".304","71.7 %","","","4.42","4.46","","1.9","1039"
"Doug Drabek","Astros","7","9","0","30","30","175.1","7.03","3.08","1.08",".333","70.4 %","","","4.57","4.31","","1.7","1003473"
"Kevin Ritz","Rockies","17","11","0","35","35","213.0","4.44","4.44","1.01",".294","68.3 %","","","5.28","5.30","","1.7","1010998"
"Steve Trachsel","Cubs","13","9","0","31","31","205.0","5.80","2.72","1.32",".246","80.9 %","","","3.03","4.81","","1.6","898"
"Fernando Valenzuela","Padres","13","8","0","33","31","171.2","4.98","3.51","0.89",".285","75.4 %","","","3.62","4.52","","1.6","1013327"
"Osvaldo Fernandez","Giants","7","13","0","30","28","171.2","5.56","2.99","1.05",".305","71.1 %","","","4.61","4.62","","1.4","1004000"
"Mark Gardner","Giants","12","7","0","30","28","179.1","7.28","2.86","1.41",".316","70.9 %","","","4.42","4.67","","1.4","1004529"
"Armando Reynoso","Rockies","8","9","0","30","30","168.2","4.70","2.61","1.44",".299","72.5 %","","","4.96","5.24","","1.4","72"
"William Van Landingham","Giants","9","14","0","32","32","181.2","4.81","3.86","0.84",".294","61.7 %","","","5.40","4.76","","1.3","1013358"
"Rich Robertson","Twins","7","17","0","36","31","186.1","5.51","5.60","1.06",".296","71.8 %","","","5.12","5.50","","1.1","1011045"
"Pat Rapp","Marlins","8","16","0","30","29","162.1","4.77","5.05","0.67",".321","70.1 %","","","5.10","4.81","","1.1","1010700"
"Mark Thompson","Rockies","9","11","0","34","28","169.2","5.25","3.93","1.33",".297","69.3 %","","","5.30","5.46","","1.0","1013019"
"Tim Wakefield","Red Sox","14","13","0","32","32","211.2","5.95","3.83","1.62",".293","65.9 %","","","5.14","5.63","","1.0","219"
"Allen Watson","Giants","8","12","0","29","29","185.2","6.20","3.34","1.36",".286","70.6 %","","","4.61","4.95","","1.0","1013675"
"Scott Aldred","- - -","6","9","0","36","25","165.1","6.04","3.70","1.58",".309","62.9 %","","","6.21","5.45","","1.0","1000115"
"Pete Harnisch","Mets","8","12","0","31","31","194.2","5.27","2.82","1.39",".263","72.4 %","","","4.21","5.05","","0.7","1005374"
"Shawn Boskie","Angels","12","11","0","37","28","189.1","6.32","3.18","1.90",".306","72.0 %","","","5.32","5.78","","0.7","1001213"
"Alan Benes","Cardinals","13","10","0","34","32","191.0","6.17","4.10","1.27",".281","66.9 %","","","4.90","5.11","","0.6","265"
"Mark Leiter","- - -","8","12","0","35","34","205.0","7.20","3.03","1.62",".294","69.8 %","","","4.92","5.16","","0.6","1007501"
"Mike Williams","Phillies","6","14","0","32","29","167.0","5.55","3.61","1.35",".308","68.1 %","","","5.44","5.20","","0.4","1014"
