"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Edwin Jackson","Tigers","13","9","0","33","33","214.0","6.77","2.94","1.14",".276","76.7 %","39.1 %","9.9 %","3.62","4.28","4.32","3.7","1841"
"Brett Anderson","Athletics","11","11","0","30","30","175.1","7.70","2.31","1.03",".309","67.0 %","50.9 %","11.1 %","4.06","3.69","3.56","3.7","8223"
"Ryan Dempster","Cubs","11","9","0","31","31","200.0","7.74","2.93","0.99",".302","73.2 %","47.2 %","11.0 %","3.65","3.87","3.76","3.6","517"
"Jair Jurrjens","Braves","14","10","0","34","34","215.0","6.36","3.14","0.63",".268","79.4 %","42.9 %","6.1 %","2.60","3.68","4.28","3.5","5556"
"Johan Santana","Mets","13","9","0","25","25","166.2","7.88","2.48","1.08",".280","78.0 %","35.7 %","8.6 %","3.13","3.79","4.05","3.5","755"
"Roy Oswalt","Astros","8","6","0","30","30","181.1","6.85","2.08","0.94",".298","72.7 %","43.3 %","9.7 %","4.12","3.76","3.82","3.5","571"
"Carl Pavano","- - -","14","12","0","33","33","199.1","6.64","1.76","1.17",".329","66.1 %","43.4 %","10.7 %","5.10","4.00","3.89","3.5","790"
"Andy Pettitte","Yankees","14","8","0","32","32","194.2","6.84","3.51","0.92",".295","70.2 %","42.9 %","8.9 %","4.16","4.15","4.32","3.5","840"
"Jason Hammel","Rockies","10","8","0","34","30","176.2","6.78","2.14","0.87",".326","69.5 %","46.2 %","9.7 %","4.33","3.71","3.77","3.5","4538"
"Scott Baker","Twins","15","9","0","33","33","200.0","7.29","2.16","1.26",".276","70.5 %","33.4 %","9.7 %","4.37","4.08","4.15","3.4","6176"
"Matt Cain","Giants","14","8","0","33","33","217.2","7.07","3.02","0.91",".263","81.6 %","39.0 %","8.4 %","2.89","3.89","4.16","3.4","4732"
"James Shields","Rays","11","12","0","33","33","219.2","6.84","2.13","1.19",".308","71.2 %","42.3 %","11.2 %","4.14","4.02","3.85","3.4","7059"
"Jorge De La Rosa","Rockies","16","9","0","33","32","185.0","9.39","4.04","0.97",".308","71.6 %","44.7 %","11.8 %","4.38","3.91","3.71","3.3","2047"
"John Lackey","Angels","11","8","0","27","27","176.1","7.09","2.40","0.87",".299","71.2 %","44.9 %","9.1 %","3.83","3.73","3.87","3.3","1507"
"Jason Marquis","Rockies","15","13","0","33","33","216.0","4.79","3.33","0.63",".287","70.5 %","55.6 %","7.8 %","4.04","4.10","4.37","3.2","105"
"Randy Wells","Cubs","12","10","0","27","27","165.1","5.66","2.50","0.76",".288","76.0 %","47.9 %","8.0 %","3.05","3.88","4.18","3.1","4535"
"Randy Wolf","Dodgers","11","7","0","34","34","214.1","6.72","2.44","1.01",".251","77.3 %","39.6 %","9.2 %","3.23","3.96","4.10","3.0","976"
"Mark Buehrle","White Sox","13","10","0","33","33","213.1","4.43","1.90","1.14",".282","74.7 %","45.2 %","10.7 %","3.84","4.46","4.37","3.0","225"
"Kevin Correia","Padres","12","11","0","33","33","198.0","6.45","2.91","0.77",".294","71.4 %","44.8 %","7.8 %","3.91","3.81","4.14","3.0","1767"
"Zach Duke","Pirates","11","16","0","32","32","213.0","4.48","2.07","0.97",".293","72.6 %","47.7 %","10.0 %","4.06","4.24","4.25","3.0","3840"
"A.J. Burnett","Yankees","13","9","0","33","33","207.0","8.48","4.22","1.09",".295","75.9 %","42.8 %","10.8 %","4.04","4.33","4.23","2.8","512"
"Scott Feldman","Rangers","17","8","0","34","31","189.2","5.36","3.08","0.85",".273","72.8 %","46.8 %","9.2 %","4.08","4.31","4.43","2.8","6283"
"Matt Garza","Rays","8","12","0","32","32","203.0","8.38","3.50","1.11",".273","75.0 %","39.7 %","10.2 %","3.95","4.17","4.14","2.8","3340"
"Jeff Niemann","Rays","13","6","0","31","30","180.2","6.23","2.94","0.85",".301","73.7 %","40.5 %","7.6 %","3.94","4.07","4.46","2.8","8591"
"Yovani Gallardo","Brewers","13","12","0","30","30","185.2","9.89","4.56","1.02",".275","77.9 %","45.0 %","12.3 %","3.73","3.97","3.71","2.8","8173"
"Chad Billingsley","Dodgers","12","11","0","33","32","196.1","8.21","3.94","0.78",".292","71.0 %","45.3 %","8.8 %","4.03","3.82","3.99","2.7","5842"
"Max Scherzer","Diamondbacks","9","11","0","30","30","170.1","9.19","3.33","1.06",".308","68.7 %","41.8 %","10.4 %","4.12","3.87","3.82","2.7","3137"
"John Danks","White Sox","13","11","0","32","32","200.1","6.69","3.28","1.26",".267","77.7 %","44.2 %","11.5 %","3.77","4.59","4.38","2.7","6329"
"Ricky Romero","Blue Jays","13","9","0","29","29","178.0","7.13","3.99","0.91",".333","75.5 %","54.0 %","12.8 %","4.30","4.33","4.05","2.4","3403"
"Nick Blackburn","Twins","11","11","0","33","33","205.2","4.29","1.79","1.09",".301","72.7 %","45.7 %","9.4 %","4.03","4.37","4.48","2.4","4270"
"Jarrod Washburn","- - -","9","9","0","28","28","176.0","5.11","2.51","1.18",".250","75.4 %","37.6 %","9.7 %","3.78","4.58","4.66","2.3","40"
"Aaron Harang","Reds","6","14","0","26","26","162.1","7.87","2.38","1.33",".331","75.7 %","34.9 %","11.7 %","4.21","4.14","3.88","2.3","1451"
"Joe Blanton","Phillies","12","8","0","31","31","195.1","7.51","2.72","1.38",".291","78.9 %","40.6 %","12.9 %","4.05","4.45","4.02","2.1","4849"
"Barry Zito","Giants","10","13","0","33","33","192.0","7.22","3.80","0.98",".285","75.0 %","37.9 %","9.5 %","4.03","4.31","4.40","2.1","944"
"Kevin Millwood","Rangers","13","10","0","31","31","198.2","5.57","3.22","1.18",".273","78.6 %","42.3 %","10.6 %","3.67","4.80","4.72","2.0","106"
"Derek Lowe","Braves","15","10","0","34","34","194.2","5.13","2.91","0.74",".327","68.7 %","56.3 %","9.4 %","4.67","4.06","4.14","2.0","199"
"Mike Pelfrey","Mets","10","12","0","31","31","184.1","5.22","3.22","0.88",".312","66.7 %","51.3 %","9.5 %","5.03","4.39","4.47","1.9","5203"
"Jonathan Sanchez","Giants","8","12","0","32","29","163.1","9.75","4.85","1.05",".276","72.6 %","40.7 %","10.3 %","4.24","4.17","4.14","1.9","7507"
"Jon Garland","- - -","11","13","0","33","33","204.0","4.81","2.69","1.01",".296","71.6 %","45.7 %","9.5 %","4.01","4.48","4.56","1.8","232"
"Brad Penny","- - -","11","9","0","30","30","173.1","5.66","2.65","1.14",".300","67.1 %","43.7 %","9.9 %","4.88","4.46","4.50","1.8","535"
"Livan Hernandez","- - -","9","12","0","31","31","183.2","5.00","3.28","0.93",".326","67.3 %","40.6 %","8.4 %","5.44","4.44","4.72","1.8","1116"
"Rick Porcello","Tigers","14","9","0","31","31","170.2","4.69","2.74","1.21",".277","75.5 %","54.2 %","14.1 %","3.96","4.77","4.27","1.7","2717"
"Ross Ohlendorf","Pirates","11","10","0","29","29","176.2","5.55","2.70","1.27",".264","76.3 %","40.6 %","11.1 %","3.92","4.72","4.56","1.7","8268"
"J.A. Happ","Phillies","12","4","0","35","23","166.0","6.45","3.04","1.08",".266","85.2 %","38.4 %","9.5 %","2.93","4.33","4.43","1.6","7410"
"Bronson Arroyo","Reds","15","13","0","33","33","220.1","5.19","2.66","1.27",".265","76.5 %","44.8 %","11.9 %","3.84","4.78","4.50","1.5","978"
"Jeremy Guthrie","Orioles","10","17","0","33","33","200.0","4.95","2.70","1.58",".286","70.9 %","34.7 %","10.9 %","5.04","5.31","5.13","1.4","2072"
"Johnny Cueto","Reds","11","11","0","30","30","171.1","6.93","3.20","1.26",".291","73.6 %","41.6 %","11.2 %","4.41","4.69","4.51","1.4","6893"
"John Lannan","Nationals","9","13","0","33","33","206.1","3.88","2.97","0.96",".272","72.7 %","51.9 %","10.5 %","3.88","4.70","4.64","1.4","7080"
"Doug Davis","Diamondbacks","9","14","0","34","34","203.1","6.46","4.56","1.11",".291","76.0 %","43.1 %","11.7 %","4.12","4.84","4.62","1.1","1244"
"Joe Saunders","Angels","16","7","0","31","31","186.0","4.89","3.10","1.40",".286","73.5 %","46.8 %","12.8 %","4.60","5.17","4.74","1.0","4366"
"Trevor Cahill","Athletics","10","13","0","32","32","178.2","4.53","3.63","1.36",".272","72.6 %","47.8 %","13.2 %","4.63","5.33","4.86","0.4","6249"
"Braden Looper","Brewers","14","7","0","34","34","194.2","4.62","2.96","1.80",".284","71.6 %","46.4 %","15.8 %","5.22","5.74","4.80","-0.5","526"
