"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Jeff Weaver","Dodgers","13","13","0","34","34","220.0","6.26","2.74","0.78",".293","72.1 %","40.2 %","7.2 %","4.01","3.89","4.47","4.3","503"
"Kelvim Escobar","Angels","11","12","0","33","33","208.1","8.25","3.28","0.91",".293","74.9 %","42.8 %","9.4 %","3.93","3.72","3.94","4.2","1298"
"Rich Harden","Athletics","11","7","0","31","31","189.2","7.92","3.84","0.76",".289","70.9 %","44.4 %","8.2 %","3.99","3.71","4.07","4.1","1772"
"Jake Peavy","Padres","15","6","0","27","27","166.1","9.36","2.87","0.70",".300","83.9 %","42.3 %","8.0 %","2.27","3.14","3.51","4.1","1051"
"Kris Benson","- - -","12","12","0","31","31","200.1","6.02","2.74","0.67",".295","66.3 %","42.5 %","6.3 %","4.31","3.75","4.46","4.0","982"
"Jon Lieber","Yankees","14","8","0","27","27","176.2","5.20","0.92","1.02",".323","67.8 %","48.4 %","9.9 %","4.33","3.71","3.87","3.5","287"
"Ryan Drese","Rangers","14","10","0","34","33","207.2","4.25","2.51","0.69",".304","70.8 %","53.6 %","9.6 %","4.20","4.10","4.24","3.4","379"
"Bronson Arroyo","Red Sox","10","9","0","32","29","178.2","7.15","2.37","0.86",".286","64.9 %","41.3 %","8.1 %","4.03","3.82","4.25","3.3","978"
"Kenny Rogers","Rangers","18","9","0","35","35","211.2","5.36","2.81","1.02",".315","71.2 %","43.6 %","10.0 %","4.76","4.40","4.53","3.2","1277"
"John Thomson","Braves","14","8","0","33","33","198.1","6.04","2.36","0.91",".305","72.9 %","47.4 %","10.4 %","3.72","3.90","3.97","3.2","453"
"John Lackey","Angels","14","13","0","33","32","198.1","6.53","2.72","1.00",".311","69.4 %","44.3 %","9.2 %","4.67","4.07","4.34","3.1","1507"
"David Wells","Padres","12","8","0","31","31","195.2","4.65","0.92","1.06",".274","72.6 %","47.6 %","10.5 %","3.73","3.88","3.94","3.1","855"
"Chris Carpenter","Cardinals","15","5","0","28","28","182.0","7.52","1.88","1.19",".277","77.2 %","52.2 %","15.5 %","3.46","3.85","3.35","3.1","1292"
"Dontrelle Willis","Marlins","10","11","0","32","32","197.0","6.35","2.79","0.91",".306","71.7 %","44.7 %","9.5 %","4.02","4.01","4.20","3.1","1703"
"Barry Zito","Athletics","11","11","0","34","34","213.0","6.89","3.42","1.18",".291","71.2 %","37.2 %","9.8 %","4.48","4.50","4.70","3.1","944"
"Jake Westbrook","Indians","14","9","0","33","30","215.2","4.84","2.55","0.79",".272","72.4 %","62.5 %","12.2 %","3.38","4.04","3.92","3.0","412"
"Matt Clement","Cubs","9","13","0","30","30","181.0","9.45","3.83","1.14",".279","77.9 %","49.4 %","15.4 %","3.68","4.08","3.59","3.0","271"
"Sidney Ponson","Orioles","11","15","0","33","33","215.2","4.80","2.88","0.96",".327","66.5 %","50.9 %","10.1 %","5.30","4.44","4.56","3.0","161"
"Ted Lilly","Blue Jays","12","10","0","32","32","197.1","7.66","4.06","1.19",".261","75.8 %","35.1 %","10.4 %","4.06","4.50","4.60","3.0","833"
"Mike Mussina","Yankees","12","9","0","27","27","164.2","7.21","2.19","1.20",".311","68.2 %","43.4 %","12.4 %","4.59","3.95","3.75","3.0","837"
"Woody Williams","Cardinals","11","8","0","31","31","189.2","6.22","2.75","0.95",".289","72.0 %","37.4 %","8.1 %","4.18","4.10","4.57","2.9","1190"
"Odalis Perez","Dodgers","7","6","0","31","31","196.1","5.87","2.02","1.19",".263","79.2 %","51.6 %","14.3 %","3.25","4.18","3.78","2.9","668"
"Joe Kennedy","Rockies","9","7","0","27","27","162.1","6.49","3.71","0.94",".294","79.4 %","48.1 %","10.4 %","3.66","4.35","4.43","2.8","1217"
"CC Sabathia","Indians","11","10","0","30","30","188.0","6.65","3.45","0.96",".284","72.7 %","39.1 %","8.9 %","4.12","4.21","4.52","2.8","404"
"Jason Johnson","Tigers","8","15","0","33","33","196.2","5.72","2.75","1.01",".309","64.8 %","49.5 %","11.2 %","5.13","4.22","4.19","2.7","147"
"Rodrigo Lopez","Orioles","14","9","0","37","23","170.2","6.38","2.85","1.11",".277","78.2 %","46.8 %","11.5 %","3.59","4.22","4.13","2.7","150"
"Brett Tomko","Giants","11","7","0","32","31","194.0","5.01","2.97","0.88",".279","69.4 %","41.9 %","8.1 %","4.04","4.20","4.64","2.7","1056"
"Cory Lidle","- - -","12","12","0","34","34","211.1","5.37","2.60","1.15",".287","66.9 %","48.8 %","13.4 %","4.90","4.53","4.22","2.7","926"
"Tom Glavine","Mets","11","14","0","33","33","212.1","4.62","2.97","0.85",".261","73.2 %","50.9 %","9.9 %","3.60","4.24","4.36","2.6","90"
"Greg Maddux","Cubs","16","11","0","33","33","212.2","6.39","1.40","1.48",".284","74.4 %","50.8 %","18.2 %","4.02","4.36","3.50","2.6","104"
"Mike Maroth","Tigers","11","13","0","33","33","217.0","4.48","2.45","1.04",".300","72.0 %","45.9 %","9.8 %","4.31","4.46","4.64","2.6","1508"
"Brandon Webb","Diamondbacks","7","16","0","35","35","208.0","7.10","5.15","0.74",".285","71.0 %","64.3 %","16.8 %","3.59","4.41","4.04","2.6","1692"
"Carlos Silva","Twins","14","8","0","33","33","203.0","3.37","1.55","1.02",".318","74.2 %","50.1 %","10.3 %","4.21","4.36","4.45","2.6","973"
"Jeremy Bonderman","Tigers","11","13","0","33","32","184.0","8.22","3.57","1.17",".278","69.0 %","48.3 %","13.8 %","4.89","4.27","3.92","2.4","1667"
"Mark Mulder","Athletics","17","8","0","33","33","225.2","5.58","3.31","1.00",".286","70.3 %","56.2 %","13.6 %","4.43","4.51","4.23","2.4","932"
"Adam Eaton","Padres","11","14","0","33","33","199.1","6.91","2.35","1.26",".291","67.5 %","37.1 %","10.6 %","4.61","4.27","4.33","2.4","1029"
"Mark Hendrickson","Devil Rays","10","15","0","32","30","183.1","4.27","2.26","1.03",".296","64.4 %","44.9 %","9.7 %","4.81","4.46","4.65","2.2","1574"
"Derek Lowe","Red Sox","14","12","0","33","33","182.2","5.17","3.50","0.74",".327","58.5 %","62.3 %","11.6 %","5.42","4.26","4.20","2.2","199"
"Javier Vazquez","Yankees","14","10","0","32","32","198.0","6.82","2.73","1.50",".272","69.2 %","37.7 %","12.6 %","4.91","4.78","4.49","2.0","801"
"Nate Robertson","Tigers","12","10","1","34","32","196.2","7.09","3.02","1.37",".302","68.9 %","49.5 %","15.7 %","4.90","4.52","3.92","2.0","1620"
"Paul Wilson","Reds","11","6","0","29","29","183.2","5.73","3.09","1.27",".284","75.0 %","42.9 %","11.7 %","4.36","4.77","4.66","2.0","1234"
"Mike Hampton","Braves","13","9","0","29","29","172.1","4.54","3.39","0.78",".309","73.3 %","51.9 %","10.1 %","4.28","4.32","4.42","1.9","430"
"Jon Garland","White Sox","12","11","0","34","33","217.0","4.69","3.15","1.41",".272","69.7 %","45.5 %","13.3 %","4.89","5.15","4.78","1.9","232"
"Brian Lawrence","Padres","15","14","0","34","34","203.0","5.36","2.44","1.15",".303","74.3 %","51.9 %","13.4 %","4.12","4.44","4.13","1.8","1045"
"Jason Marquis","Cardinals","15","7","0","32","32","201.1","6.17","3.13","1.16",".300","79.3 %","55.0 %","16.1 %","3.71","4.55","4.01","1.8","105"
"Josh Fogg","Pirates","11","10","0","32","32","178.1","4.14","3.33","0.86",".295","69.5 %","46.4 %","9.0 %","4.64","4.61","4.88","1.7","989"
"Russ Ortiz","Braves","15","9","0","34","34","204.2","6.29","4.93","1.01",".283","76.5 %","41.9 %","10.0 %","4.13","4.80","4.93","1.6","1124"
"Miguel Batista","Blue Jays","10","13","5","38","31","198.2","4.71","4.35","1.00",".287","69.3 %","52.1 %","12.0 %","4.80","4.94","4.81","1.6","46"
"Jason Jennings","Rockies","11","12","0","33","33","201.0","5.96","4.52","1.21",".326","72.0 %","47.4 %","14.1 %","5.51","5.08","4.69","1.5","434"
"Steve Trachsel","Mets","12","13","0","33","33","202.2","5.20","3.69","1.11",".273","73.1 %","42.8 %","10.1 %","4.00","4.80","4.93","1.5","898"
"Al Leiter","Mets","10","8","0","30","30","173.2","6.06","5.03","0.83",".240","81.0 %","40.6 %","7.8 %","3.21","4.76","5.24","1.5","883"
"Tim Wakefield","Red Sox","12","10","0","32","30","188.1","5.54","3.01","1.39",".277","65.9 %","46.8 %","11.7 %","4.87","5.08","4.95","1.4","219"
"Jeff Suppan","Cardinals","16","9","0","31","31","188.0","5.27","3.11","1.20",".277","72.6 %","48.4 %","13.1 %","4.16","4.77","4.49","1.4","633"
"Mark Redman","Athletics","11","12","0","32","32","191.0","4.81","3.20","1.32",".303","72.0 %","40.1 %","11.1 %","4.71","5.05","5.03","1.4","491"
"Bartolo Colon","Angels","18","12","0","34","34","208.1","6.83","3.07","1.64",".282","70.8 %","38.2 %","13.5 %","5.01","4.97","4.51","1.4","375"
"Eric Milton","Phillies","14","6","0","34","34","201.0","7.21","3.36","1.93",".263","76.5 %","30.0 %","13.5 %","4.75","5.36","4.83","1.4","743"
"Ryan Franklin","Mariners","4","16","0","32","32","200.1","4.67","2.74","1.48",".289","72.0 %","35.0 %","10.9 %","4.90","5.22","5.22","1.3","1076"
"Esteban Loaiza","- - -","10","7","0","31","27","183.0","5.75","3.49","1.57",".311","67.8 %","39.9 %","13.1 %","5.70","5.26","4.88","1.2","1310"
"Brett Myers","Phillies","11","11","0","32","31","176.0","5.93","3.17","1.59",".293","68.5 %","47.2 %","16.0 %","5.52","5.18","4.46","1.1","962"
"Jose Contreras","- - -","13","9","0","31","31","170.1","7.93","4.44","1.64",".278","67.1 %","44.1 %","15.7 %","5.50","5.27","4.56","1.1","1660"
"Darrell May","Royals","9","19","0","31","31","186.0","5.81","2.66","1.84",".318","67.7 %","34.0 %","12.9 %","5.61","5.33","4.93","1.1","613"
"Matt Morris","Cardinals","15","10","0","32","32","202.0","5.84","2.50","1.56",".273","69.3 %","51.3 %","17.7 %","4.72","4.93","4.07","1.1","1172"
"Cliff Lee","Indians","14","8","0","33","33","179.0","8.09","4.07","1.51",".304","70.2 %","33.4 %","13.0 %","5.43","4.97","4.62","1.1","1636"
"Kyle Lohse","Twins","9","13","0","35","34","194.0","5.15","3.53","1.30",".321","68.7 %","44.5 %","11.6 %","5.34","5.06","4.96","1.0","739"
"Jose Lima","Dodgers","13","5","0","36","24","170.1","4.91","1.80","1.74",".268","79.1 %","44.9 %","16.7 %","4.07","5.09","4.23","0.8","475"
"Kazuhisa Ishii","Dodgers","13","8","0","31","31","172.0","5.18","5.13","1.10",".254","70.3 %","31.0 %","8.2 %","4.71","5.26","5.78","0.8","655"
"Kirk Rueter","Giants","9","12","0","33","33","190.1","2.65","3.12","0.99",".293","70.1 %","49.9 %","10.2 %","4.73","4.95","5.05","0.7","1128"
"Shawn Estes","Rockies","15","8","0","34","34","202.0","5.21","4.68","1.34",".301","69.4 %","51.3 %","15.3 %","5.84","5.54","4.99","0.7","873"
"Brian Anderson","Royals","6","12","0","35","26","166.0","3.80","2.87","1.79",".313","65.8 %","34.7 %","12.9 %","5.64","5.77","5.36","0.2","44"
"Jamie Moyer","Mariners","7","13","0","34","33","202.0","5.57","2.81","1.96",".268","71.5 %","39.6 %","15.4 %","5.21","5.74","4.92","-0.2","1091"
"Ismael Valdez","- - -","14","9","0","34","31","170.0","3.55","2.59","1.75",".282","71.6 %","37.5 %","12.7 %","5.19","5.68","5.33","-0.5","1283"
