"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Jordan Zimmermann","Nationals","13","10","0","33","33","201.2","7.32","1.74","1.07",".302","74.5 %","42.0 %","10.9 %","3.66","3.75","3.82","3.1","4505"
"Danny Salazar","Indians","14","10","0","30","30","185.0","9.49","2.58","1.12",".278","74.5 %","43.9 %","12.4 %","3.45","3.62","3.48","3.0","5867"
"Lance Lynn","Cardinals","12","11","0","31","31","175.1","8.57","3.49","0.67",".319","78.9 %","44.2 %","7.7 %","3.03","3.44","3.90","3.0","2520"
"Jake Odorizzi","Rays","9","9","0","28","28","169.1","7.97","2.44","0.96",".271","77.0 %","37.3 %","9.0 %","3.35","3.61","3.96","2.9","6397"
"Kyle Gibson","Twins","11","11","0","32","32","194.2","6.70","3.01","0.83",".287","73.0 %","53.4 %","11.4 %","3.84","3.96","3.95","2.8","10123"
"Garrett Richards","Angels","15","12","0","32","32","207.1","7.64","3.30","0.87",".274","71.8 %","54.9 %","12.0 %","3.65","3.86","3.80","2.8","9784"
"Wei-Yin Chen","Orioles","11","8","0","31","31","191.1","7.20","1.93","1.32",".290","80.5 %","40.5 %","12.3 %","3.34","4.16","4.01","2.8","13071"
"Yordano Ventura","Royals","13","8","0","28","28","163.1","8.60","3.20","0.77",".307","72.5 %","52.2 %","11.0 %","4.08","3.57","3.60","2.7","11855"
"Wade Miley","Red Sox","11","11","0","32","32","193.2","6.83","2.97","0.79",".307","69.7 %","48.8 %","9.2 %","4.46","3.81","4.08","2.7","8779"
"Edinson Volquez","Royals","13","9","0","34","33","200.1","6.96","3.23","0.72",".290","73.1 %","46.0 %","8.0 %","3.55","3.82","4.26","2.7","3990"
"Alex Wood","- - -","12","12","0","32","32","189.2","6.60","2.80","0.71",".313","72.9 %","49.5 %","9.4 %","3.84","3.69","3.90","2.7","13781"
"Felix Hernandez","Mariners","18","9","0","31","31","201.2","8.52","2.59","1.03",".288","77.8 %","56.2 %","15.3 %","3.53","3.72","3.33","2.7","4772"
"Ubaldo Jimenez","Orioles","12","10","0","32","32","184.0","8.22","3.33","0.98",".309","73.8 %","49.1 %","13.0 %","4.11","4.01","3.83","2.6","3374"
"Colby Lewis","Rangers","17","9","0","33","33","204.2","6.24","1.85","1.14",".289","65.9 %","33.7 %","8.9 %","4.66","4.17","4.62","2.6","1259"
"A.J. Burnett","Pirates","9","7","0","26","26","164.0","7.85","2.69","0.60",".336","77.8 %","53.4 %","9.3 %","3.18","3.36","3.55","2.6","512"
"Yovani Gallardo","Rangers","13","11","0","33","33","184.1","5.91","3.32","0.73",".303","77.2 %","49.3 %","8.8 %","3.42","4.00","4.31","2.6","8173"
"Bartolo Colon","Mets","14","13","0","33","31","194.2","6.29","1.11","1.16",".307","71.9 %","42.3 %","10.7 %","4.16","3.84","3.94","2.5","375"
"Mike Fiers","- - -","7","10","0","31","30","180.1","8.98","3.19","1.20",".283","75.1 %","37.6 %","11.3 %","3.69","4.03","4.04","2.4","7754"
"Scott Kazmir","- - -","7","11","0","31","31","183.0","7.62","2.90","0.98",".273","75.7 %","42.9 %","10.2 %","3.10","3.98","4.14","2.3","4897"
"Jeff Samardzija","White Sox","11","13","0","32","32","214.0","6.86","2.06","1.22",".303","67.2 %","39.0 %","10.8 %","4.96","4.23","4.31","2.3","3254"
"Erasmo Ramirez","Rays","11","6","0","34","27","163.1","6.94","2.20","0.88",".272","70.5 %","47.6 %","10.4 %","3.75","3.76","3.88","2.3","10314"
"Mike Pelfrey","Twins","6","11","0","30","30","164.2","4.70","2.46","0.60",".334","70.5 %","50.8 %","7.4 %","4.26","4.00","4.45","2.3","5203"
"Jason Hammel","Cubs","10","7","0","31","31","170.2","9.07","2.11","1.21",".288","72.8 %","38.3 %","12.8 %","3.74","3.68","3.47","2.3","4538"
"Michael Wacha","Cardinals","17","7","0","30","30","181.1","7.59","2.88","0.94",".272","76.2 %","45.8 %","11.2 %","3.38","3.87","3.88","2.2","14078"
"Mark Buehrle","Blue Jays","15","8","0","32","32","198.2","4.12","1.49","1.00",".285","69.0 %","45.9 %","10.0 %","3.81","4.26","4.46","2.0","225"
"Chris Tillman","Orioles","11","11","0","31","31","173.0","6.24","3.33","1.04",".293","68.2 %","43.5 %","10.4 %","4.99","4.45","4.58","1.9","5279"
"Jimmy Nelson","Brewers","11","13","0","30","30","177.1","7.51","3.30","0.91",".285","70.4 %","50.6 %","11.8 %","4.11","4.10","4.06","1.9","10547"
"Andrew Cashner","Padres","6","16","0","31","31","184.2","8.04","3.22","0.93",".330","65.6 %","47.4 %","11.5 %","4.34","3.85","3.84","1.8","8782"
"Marco Estrada","Blue Jays","13","8","0","34","28","181.0","6.51","2.73","1.19",".216","79.2 %","32.2 %","8.7 %","3.13","4.40","4.93","1.8","1118"
"Trevor Bauer","Indians","11","12","0","31","30","176.0","8.69","4.04","1.18",".276","71.6 %","39.2 %","11.7 %","4.55","4.33","4.28","1.8","12703"
"R.A. Dickey","Blue Jays","11","11","0","33","33","214.1","5.29","2.56","1.05",".257","73.3 %","41.9 %","9.8 %","3.91","4.48","4.72","1.8","1245"
"Taijuan Walker","Mariners","11","8","0","29","29","169.2","8.33","2.12","1.33",".291","67.8 %","38.6 %","13.0 %","4.56","4.07","3.82","1.8","11836"
"Rick Porcello","Red Sox","9","15","0","28","28","172.0","7.80","1.99","1.31",".332","67.5 %","45.7 %","14.5 %","4.92","4.13","3.72","1.7","2717"
"Mike Leake","- - -","11","10","0","30","30","192.0","5.58","2.30","1.03",".260","74.8 %","51.8 %","13.8 %","3.70","4.20","3.93","1.6","10130"
"Brett Anderson","Dodgers","10","9","0","31","31","180.1","5.79","2.30","0.90",".310","73.8 %","66.3 %","17.0 %","3.69","3.94","3.51","1.5","8223"
"Julio Teheran","Braves","11","8","0","33","33","200.2","7.67","3.27","1.21",".288","73.8 %","39.5 %","13.0 %","4.04","4.40","4.19","1.4","6797"
"Alfredo Simon","Tigers","13","12","0","31","31","187.0","5.63","3.27","1.16",".294","67.8 %","43.6 %","11.3 %","5.05","4.77","4.78","1.4","2155"
"Jeff Locke","Pirates","8","11","0","30","30","168.1","6.90","3.21","0.80",".312","67.1 %","51.0 %","11.5 %","4.49","3.95","3.94","1.3","2929"
"Chris Heston","Giants","12","11","0","31","31","177.2","7.14","3.24","0.81",".299","73.4 %","53.0 %","11.8 %","3.95","4.02","3.98","1.3","10302"
"John Danks","White Sox","7","15","0","30","30","177.2","6.28","2.84","1.22",".305","68.1 %","38.2 %","10.4 %","4.71","4.49","4.65","1.3","6329"
"Aaron Harang","Phillies","6","15","0","29","29","172.1","5.64","2.66","1.36",".293","69.7 %","36.1 %","10.5 %","4.86","4.83","4.99","1.2","1451"
"CC Sabathia","Yankees","6","10","0","29","29","167.1","7.37","2.69","1.51",".317","74.2 %","45.9 %","16.6 %","4.73","4.68","3.99","1.2","404"
"Dan Haren","- - -","11","9","0","32","32","187.1","6.34","1.83","1.49",".256","79.8 %","30.6 %","11.0 %","3.60","4.61","4.69","1.1","1757"
"Tom Koehler","Marlins","11","14","0","32","31","187.1","6.58","3.70","1.06",".283","71.9 %","46.0 %","10.9 %","4.08","4.53","4.58","0.9","6570"
"James Shields","Padres","13","7","0","33","33","202.1","9.61","3.60","1.47",".299","79.9 %","44.9 %","17.6 %","3.91","4.45","3.70","0.8","7059"
"Jon Niese","Mets","9","10","0","33","29","176.2","5.76","2.80","1.02",".300","71.5 %","54.5 %","14.3 %","4.13","4.41","4.11","0.7","4424"
"Hector Santiago","Angels","9","9","0","33","32","180.2","8.07","3.54","1.44",".252","79.9 %","29.9 %","10.2 %","3.59","4.77","5.00","0.6","4026"
"Rubby de la Rosa","Diamondbacks","14","9","0","32","32","188.2","7.16","3.01","1.53",".288","73.0 %","49.1 %","16.8 %","4.67","4.81","4.10","0.6","3862"
"Ian Kennedy","Padres","9","15","0","30","30","168.1","9.30","2.78","1.66",".301","71.6 %","38.5 %","17.2 %","4.28","4.51","3.70","0.4","6986"
