"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Kerry Wood","Cubs","13","6","0","26","26","166.2","12.58","4.59","0.76",".289","74.5 %","","","3.40","3.16","","4.4","304"
"Bartolo Colon","Indians","14","9","0","31","31","204.0","6.97","3.49","0.66",".303","73.7 %","","","3.71","3.75","","4.4","375"
"Justin Thompson","Tigers","11","15","0","34","34","222.0","6.04","3.20","0.81",".297","69.3 %","","","4.05","4.06","","4.4","8217"
"Darren Dreifort","Dodgers","8","12","0","32","26","180.0","8.40","2.85","0.60",".315","69.6 %","","","4.00","3.26","","4.2","647"
"Brad Radke","Twins","12","14","0","32","32","213.2","6.15","1.81","0.97",".315","70.2 %","","","4.30","3.90","","4.2","748"
"Mark Clark","Cubs","9","14","0","33","33","213.2","6.78","2.02","0.97",".312","67.2 %","","","4.84","3.76","","4.1","1002296"
"John Burkett","Rangers","9","13","0","32","32","195.0","6.05","2.12","0.88",".325","59.4 %","","","5.68","3.89","","4.1","179"
"Todd Stottlemyre","- - -","14","13","0","33","33","221.2","8.28","3.29","1.02",".298","72.7 %","","","3.74","3.92","","4.1","75"
"Chan Ho Park","Dodgers","15","9","0","34","34","220.2","7.79","3.96","0.65",".290","72.4 %","","","3.71","3.82","","3.7","1267"
"Carlos Perez","- - -","11","14","0","34","34","241.0","4.78","2.35","0.78",".281","71.6 %","","","3.59","4.03","","3.7","1010179"
"Brett Tomko","Reds","13","12","0","34","34","210.2","6.92","2.73","0.94",".278","66.3 %","","","4.44","3.97","","3.6","1056"
"Omar Daal","Diamondbacks","8","12","0","33","23","162.2","7.30","2.82","0.66",".288","76.4 %","","","2.88","3.47","","3.5","646"
"Rick Helling","Rangers","20","7","0","33","33","216.1","6.82","3.24","1.12",".279","71.5 %","","","4.41","4.34","","3.5","58"
"Francisco Cordova","Pirates","13","14","0","33","33","220.1","6.41","2.82","0.90",".272","75.5 %","","","3.31","3.99","","3.4","1002623"
"Kevin Millwood","Braves","17","8","0","31","29","174.1","8.41","2.89","0.93",".309","70.9 %","","","4.08","3.63","","3.4","106"
"Andy Benes","Diamondbacks","14","13","0","34","34","231.1","6.38","2.88","0.97",".276","71.4 %","","","3.97","4.16","","3.3","1144"
"Rolando Arrojo","Devil Rays","14","12","0","32","32","202.0","6.77","2.90","0.94",".292","78.1 %","","","3.56","4.23","","3.3","174"
"Andy Ashby","Padres","17","9","0","33","33","226.2","6.00","2.30","0.91",".286","77.4 %","","","3.34","3.99","","3.2","637"
"Andy Pettitte","Yankees","16","11","0","33","32","216.1","6.07","3.62","0.83",".306","71.8 %","","","4.24","4.28","","3.2","840"
"Darryl Kile","Rockies","13","17","0","36","35","230.1","6.17","3.75","1.09",".313","68.3 %","","","5.20","4.69","","3.2","1163"
"Tony Saunders","Devil Rays","6","15","0","31","31","192.1","8.05","5.19","0.70",".320","74.3 %","","","4.12","4.21","","3.2","1011463"
"Pete Harnisch","Reds","14","7","0","32","32","209.0","6.76","2.76","1.03",".252","78.6 %","","","3.14","4.13","","3.2","1005374"
"Dustin Hermanson","Expos","14","11","0","32","30","187.0","7.41","2.70","1.01",".266","73.7 %","","","3.13","3.90","","3.1","195"
"Brian Moehler","Tigers","14","13","0","33","33","221.1","5.00","2.28","1.22",".271","74.2 %","","","3.90","4.58","","3.1","480"
"Jeff Fassero","Mariners","13","12","0","32","32","224.2","7.05","2.64","1.32",".284","72.8 %","","","3.97","4.50","","3.1","279"
"Denny Neagle","Braves","16","11","0","32","31","210.1","7.06","2.57","1.07",".283","75.3 %","","","3.55","4.06","","3.1","441"
"Rick Reed","Mets","16","11","0","31","31","212.1","6.49","1.23","1.27",".284","79.1 %","","","3.48","4.03","","3.0","750"
"Jason Schmidt","Pirates","11","14","0","33","33","214.1","6.63","2.98","1.01",".310","73.1 %","","","4.07","4.17","","2.9","1131"
"Steve Woodard","Brewers","10","12","0","34","26","165.2","7.33","1.79","1.03",".304","69.6 %","","","4.18","3.76","","2.9","1285"
"Mike Sirotka","White Sox","14","15","0","33","33","211.2","5.44","2.00","1.28",".320","63.7 %","","","5.06","4.47","","2.8","1012015"
"Juan Guzman","- - -","10","16","0","33","33","211.0","7.17","4.18","0.98",".274","68.2 %","","","4.35","4.47","","2.8","1005162"
"Chris Carpenter","Blue Jays","12","7","0","33","24","175.0","6.99","3.14","0.93",".305","67.0 %","","","4.37","4.05","","2.8","1292"
"Jose Lima","Astros","16","8","0","33","33","233.1","6.52","1.23","1.31",".275","76.2 %","","","3.70","4.09","","2.7","475"
"Jon Lieber","Pirates","8","14","1","29","28","171.0","7.26","2.11","1.21",".302","68.5 %","","","4.11","4.03","","2.6","287"
"Bret Saberhagen","Red Sox","15","8","0","31","31","175.0","5.14","1.49","1.13",".280","72.4 %","","","3.96","4.23","","2.6","1011355"
"Joey Hamilton","Padres","13","13","0","34","34","217.1","6.09","4.39","0.62",".301","70.6 %","","","4.27","4.26","","2.4","328"
"Mike Hampton","Astros","11","7","0","32","32","211.2","5.83","3.44","0.77",".309","76.8 %","","","3.36","4.17","","2.3","430"
"Jose Rosado","Royals","8","11","1","38","25","174.2","6.96","2.94","1.29",".290","65.7 %","","","4.69","4.52","","2.2","1011192"
"Ismael Valdez","Dodgers","11","10","0","27","27","174.0","6.31","3.41","0.88",".286","73.0 %","","","3.98","4.18","","2.2","1283"
"Kevin Tapani","Cubs","19","9","0","35","34","219.0","5.59","2.55","1.23",".301","71.0 %","","","4.85","4.60","","2.1","1012824"
"Jaret Wright","Indians","12","10","0","32","32","192.2","6.54","4.06","1.03",".311","71.5 %","","","4.72","4.70","","2.1","415"
"Mark Gardner","Giants","13","6","0","33","33","212.0","6.41","2.76","1.23",".274","72.0 %","","","4.33","4.50","","2.0","1004529"
"Tim Belcher","Royals","14","14","0","34","34","234.0","5.00","2.81","1.42",".278","72.7 %","","","4.27","5.11","","1.9","1000789"
"Bobby Jones","Mets","9","9","0","30","30","195.1","5.30","2.44","1.06",".279","72.0 %","","","4.05","4.43","","1.8","1039"
"Dave Burba","Indians","15","10","0","32","31","203.2","5.83","3.05","1.33",".285","76.2 %","","","4.11","4.88","","1.8","1239"
"Scott Karl","Brewers","10","11","0","33","33","192.1","4.77","3.09","0.98",".305","71.3 %","","","4.40","4.59","","1.8","1006703"
"Steve Trachsel","Cubs","15","8","0","33","33","208.0","6.45","3.63","1.17",".283","73.2 %","","","4.46","4.72","","1.8","898"
"Jimmy Haynes","Athletics","11","9","0","33","33","194.1","6.21","4.08","1.16",".327","69.0 %","","","5.09","4.87","","1.7","329"
"Brian Meadows","Marlins","11","13","0","31","31","174.1","4.54","2.37","1.03",".328","67.9 %","","","5.21","4.46","","1.7","998"
"Tim Wakefield","Red Sox","17","8","0","36","33","216.0","6.08","3.29","1.25",".270","69.1 %","","","4.58","4.88","","1.6","219"
"Omar Olivares","Angels","9","9","0","37","26","183.0","5.51","4.48","0.93",".294","74.7 %","","","4.03","4.84","","1.6","1009771"
"Pedro Astacio","Rockies","13","14","0","35","34","209.1","7.31","3.18","1.68",".323","62.5 %","","","6.23","5.24","","1.6","862"
"LaTroy Hawkins","Twins","7","14","0","33","33","190.1","4.96","2.88","1.28",".312","65.4 %","","","5.25","4.92","","1.6","729"
"Sean Bergman","Astros","12","9","0","31","27","172.0","5.23","2.20","1.05",".288","73.8 %","","","3.72","4.31","","1.5","1000881"
"Masato Yoshii","Mets","6","8","0","29","29","171.2","6.13","2.78","1.15",".274","75.2 %","","","3.93","4.47","","1.5","807"
"Sterling Hitchcock","Padres","9","7","1","39","27","176.1","8.06","2.45","1.48",".281","77.1 %","","","3.93","4.45","","1.5","824"
"Mark Portugal","Phillies","10","5","0","26","26","166.1","5.63","1.73","1.41",".297","72.2 %","","","4.44","4.57","","1.5","1010460"
"Jamey Wright","Rockies","9","14","0","34","34","206.1","3.75","4.14","1.05",".300","64.4 %","","","5.67","5.36","","1.5","715"
"Jesus Sanchez","Marlins","7","9","0","35","29","173.0","7.13","4.73","0.94",".311","70.6 %","","","4.47","4.56","","1.4","1476"
"Mike Oquist","Athletics","7","11","0","31","29","175.0","5.76","2.93","1.39",".318","62.8 %","","","6.22","4.93","","1.4","1009828"
"Dave Mlicki","- - -","8","7","0","30","30","181.1","5.81","3.13","1.14",".285","69.1 %","","","4.57","4.66","","1.3","569"
"Orel Hershiser","Giants","11","10","0","34","34","202.0","5.61","3.79","0.98",".278","72.2 %","","","4.41","4.76","","1.3","1005741"
"Woody Williams","Blue Jays","10","9","0","32","32","209.2","6.48","3.48","1.55",".256","73.1 %","","","4.46","5.12","","1.3","1190"
"Charles Nagy","Indians","15","10","0","33","33","210.1","5.13","2.82","1.45",".308","67.1 %","","","5.22","5.17","","1.3","397"
"Eric Milton","Twins","8","14","0","32","32","172.1","5.59","3.66","1.31",".299","66.4 %","","","5.64","5.04","","1.2","743"
"Pat Rapp","Royals","12","13","0","32","32","188.1","6.31","5.11","1.15",".316","71.4 %","","","5.30","5.26","","1.2","1010700"
"Tom Candiotti","Athletics","11","16","0","33","33","201.0","4.39","2.82","1.34",".283","67.5 %","","","4.84","5.18","","1.2","1001911"
"Mike Remlinger","Reds","8","15","0","35","28","164.1","7.89","4.76","1.26",".301","71.5 %","","","4.82","4.89","","1.1","111"
"Esteban Loaiza","- - -","9","11","0","35","28","171.0","5.68","2.74","1.47",".306","68.7 %","","","5.16","5.00","","1.0","1310"
"Brian Anderson","Diamondbacks","12","13","0","32","32","208.0","4.11","1.04","1.69",".266","72.0 %","","","4.33","5.07","","1.0","44"
"Hideki Irabu","Yankees","13","9","0","29","28","173.0","6.55","3.95","1.40",".245","78.9 %","","","4.06","5.19","","0.9","1255"
"Kirk Rueter","Giants","16","9","0","33","33","187.2","4.89","2.73","1.29",".271","71.6 %","","","4.36","4.95","","0.9","1128"
"Jeff Juden","- - -","8","14","0","32","30","178.1","7.47","4.24","1.36",".292","64.5 %","","","5.80","5.06","","0.8","1006643"
"Pat Hentgen","Blue Jays","12","11","0","29","29","177.2","4.76","3.50","1.42",".301","71.3 %","","","5.17","5.38","","0.7","145"
"Javier Vazquez","Expos","5","15","0","33","32","172.1","7.26","3.55","1.62",".320","66.5 %","","","6.06","5.24","","0.5","801"
"Livan Hernandez","Marlins","10","12","0","33","33","234.1","6.22","3.99","1.42",".312","74.9 %","","","4.72","5.22","","0.4","1116"
"Willie Blair","- - -","5","16","0","34","25","175.1","4.72","3.13","1.59",".279","72.5 %","","","4.98","5.50","","-0.1","1001033"
"Jaime Navarro","White Sox","8","16","1","37","27","172.2","3.70","4.01","1.56",".313","64.9 %","","","6.36","6.03","","-0.6","1009465"
