"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Greg Maddux","Braves","16","6","0","34","34","199.1","5.33","2.03","0.63",".282","78.8 %","56.1 %","8.9 %","2.62","3.43","3.61","3.9","104"
"Brian Lawrence","Padres","12","12","0","35","31","210.0","6.39","2.23","0.69",".321","72.4 %","56.4 %","10.3 %","3.69","3.43","3.47","3.9","1045"
"Mark Mulder","Athletics","19","7","0","30","30","207.1","6.90","2.39","0.91",".261","73.2 %","50.1 %","11.4 %","3.47","3.70","3.62","3.9","932"
"Randy Wolf","Phillies","11","9","0","31","31","210.2","7.35","2.69","0.98",".253","78.7 %","40.6 %","9.6 %","3.20","3.75","3.90","3.9","976"
"Jamie Moyer","Mariners","13","8","0","34","34","230.2","5.74","1.95","1.09",".244","77.1 %","37.3 %","9.2 %","3.32","4.03","4.28","3.8","1091"
"Ben Sheets","Brewers","11","16","0","34","34","216.2","7.06","2.91","0.87",".326","73.7 %","46.3 %","10.8 %","4.15","3.76","3.75","3.8","710"
"Cory Lidle","Athletics","8","10","0","31","30","192.0","5.20","1.83","0.80",".279","68.8 %","47.2 %","9.3 %","3.89","3.66","3.82","3.7","926"
"Vicente Padilla","Phillies","14","11","0","32","32","206.0","5.59","2.32","0.70",".280","75.1 %","53.4 %","9.1 %","3.28","3.72","3.89","3.6","964"
"Kerry Wood","Cubs","12","11","0","33","33","213.2","9.14","4.09","0.93",".271","75.6 %","35.0 %","9.8 %","3.66","3.86","3.98","3.6","304"
"CC Sabathia","Indians","13","11","0","33","33","210.0","6.39","3.77","0.73",".285","67.6 %","44.4 %","7.5 %","4.37","3.87","4.31","3.6","404"
"Freddy Garcia","Mariners","16","10","0","34","34","223.2","7.28","2.54","1.21",".292","73.2 %","41.6 %","12.1 %","4.39","4.01","3.80","3.4","1077"
"Wade Miller","Astros","15","4","0","26","26","164.2","7.87","3.39","0.77",".297","78.2 %","44.6 %","9.1 %","3.28","3.56","3.75","3.4","568"
"Tomo Ohka","Expos","13","8","0","32","31","192.2","5.51","2.10","0.89",".284","74.3 %","45.1 %","9.4 %","3.18","3.83","4.01","3.2","788"
"Al Leiter","Mets","13","13","0","33","33","204.1","7.58","3.04","1.01",".287","72.0 %","43.7 %","10.8 %","3.48","3.87","3.85","3.2","883"
"Eric Milton","Twins","13","9","0","29","29","171.0","6.37","1.58","1.26",".282","63.8 %","31.8 %","9.7 %","4.84","3.95","4.13","3.2","743"
"Paul Byrd","Royals","17","11","0","33","33","228.1","5.08","1.50","1.42",".259","72.3 %","36.0 %","10.8 %","3.90","4.47","4.45","3.1","594"
"Miguel Batista","Diamondbacks","8","9","0","36","29","184.2","5.46","3.41","0.58",".271","64.5 %","50.5 %","7.0 %","4.29","3.83","4.27","3.1","46"
"Hideo Nomo","Dodgers","16","6","0","34","34","220.1","7.88","4.13","1.06",".270","78.3 %","37.2 %","10.9 %","3.39","4.15","4.11","2.9","666"
"Rodrigo Lopez","Orioles","15","9","0","33","28","196.2","6.22","2.84","1.05",".256","75.4 %","40.3 %","10.1 %","3.57","4.12","4.21","2.9","150"
"Russ Ortiz","Giants","14","10","0","33","33","214.1","5.75","3.95","0.63",".266","74.6 %","44.9 %","6.5 %","3.61","3.97","4.54","2.9","1124"
"Tom Glavine","Braves","18","11","0","36","36","224.2","5.09","3.12","0.84",".269","79.1 %","40.1 %","8.0 %","2.96","4.20","4.59","2.9","90"
"Livan Hernandez","Giants","12","16","0","33","33","216.0","5.58","2.96","0.79",".309","69.3 %","45.1 %","9.0 %","4.38","3.91","4.12","2.7","1116"
"Kenny Rogers","Rangers","13","8","0","33","33","210.2","4.57","2.99","0.90",".278","72.3 %","53.0 %","11.7 %","3.84","4.32","4.21","2.7","1277"
"Tim Wakefield","Red Sox","11","5","3","45","15","163.1","7.38","2.81","0.83",".237","77.5 %","39.3 %","7.7 %","2.81","3.62","4.07","2.7","219"
"Kevin Appier","Angels","14","12","0","32","32","188.1","6.31","3.06","1.10",".295","75.3 %","35.3 %","8.6 %","3.92","4.28","4.66","2.6","3"
"Joe Kennedy","Devil Rays","8","11","0","30","30","196.2","4.99","2.52","1.05",".284","66.3 %","36.5 %","8.4 %","4.53","4.46","4.87","2.5","1217"
"Joel Pineiro","Mariners","14","7","0","37","28","194.1","6.30","2.50","1.11",".279","80.9 %","46.8 %","11.8 %","3.24","4.11","3.95","2.5","1094"
"Ismael Valdez","- - -","8","12","0","31","31","196.0","4.68","2.16","1.19",".265","73.0 %","38.4 %","9.9 %","4.18","4.50","4.63","2.4","1283"
"John Thomson","- - -","9","14","0","30","30","181.2","5.30","2.18","1.39",".279","63.0 %","34.6 %","10.8 %","4.71","4.55","4.53","2.3","453"
"Kip Wells","Pirates","12","14","0","33","33","198.1","6.08","3.22","0.95",".288","74.5 %","54.1 %","13.1 %","3.58","4.17","3.91","2.3","1012"
"Jon Garland","White Sox","12","12","0","33","33","192.2","5.23","3.88","1.07",".275","69.0 %","42.3 %","10.3 %","4.58","4.78","4.84","2.2","232"
"Danys Baez","Indians","10","11","6","39","26","165.1","7.08","4.46","0.76",".297","72.2 %","41.4 %","7.8 %","4.41","4.14","4.54","2.2","367"
"Jimmy Haynes","Reds","15","10","0","34","34","196.2","5.77","3.71","0.96",".304","74.5 %","45.2 %","10.7 %","4.12","4.35","4.35","2.1","329"
"Jason Jennings","Rockies","16","8","0","32","32","185.1","6.17","3.40","1.26",".303","73.0 %","47.8 %","14.6 %","4.52","4.68","4.18","2.1","434"
"Steve Trachsel","Mets","11","11","0","30","30","173.2","5.44","3.58","0.83",".279","73.4 %","45.7 %","8.7 %","3.37","4.14","4.41","2.1","898"
"Rick Reed","Twins","15","7","0","33","32","188.0","5.79","1.24","1.53",".270","75.3 %","40.2 %","12.7 %","3.78","4.40","4.03","2.0","750"
"John Burkett","Red Sox","13","8","0","29","29","173.0","6.45","2.60","1.30",".315","73.9 %","41.1 %","12.6 %","4.53","4.41","4.13","1.8","179"
"Frank Castillo","Red Sox","6","15","1","36","23","163.1","6.17","3.20","1.05",".301","65.0 %","42.0 %","9.8 %","5.07","4.30","4.43","1.8","180"
"Andy Ashby","Dodgers","9","13","0","30","30","181.2","5.30","3.22","0.99",".278","74.6 %","46.8 %","10.8 %","3.91","4.42","4.40","1.8","637"
"Dan Wright","White Sox","14","12","0","33","33","196.1","6.23","3.25","1.47",".275","65.9 %","42.1 %","14.0 %","5.18","4.87","4.36","1.7","258"
"Sidney Ponson","Orioles","7","9","0","28","28","176.0","6.14","3.22","1.33",".278","76.3 %","46.2 %","15.3 %","4.09","4.63","4.04","1.7","161"
"Brandon Duckworth","Phillies","8","9","0","30","29","163.0","9.22","3.81","1.44",".309","67.8 %","37.0 %","13.1 %","5.41","4.39","3.99","1.7","954"
"Ramon Ortiz","Angels","15","9","0","32","32","217.1","6.71","2.82","1.66",".238","80.0 %","42.1 %","15.6 %","3.77","4.87","4.12","1.6","27"
"Elmer Dessens","Reds","7","8","0","30","30","178.0","4.70","2.48","1.21",".264","81.4 %","48.7 %","13.4 %","3.03","4.61","4.25","1.6","317"
"Glendon Rusch","Brewers","10","16","0","34","34","210.2","5.98","3.25","1.28",".298","71.4 %","48.6 %","14.6 %","4.70","4.64","4.13","1.6","707"
"Rick Helling","Diamondbacks","10","12","0","30","30","175.2","6.15","2.46","1.59",".273","73.5 %","32.5 %","12.0 %","4.51","4.81","4.55","1.5","58"
"Denny Neagle","Rockies","8","11","0","35","28","164.1","6.08","3.45","1.42",".280","68.7 %","39.8 %","12.4 %","5.26","5.00","4.71","1.5","441"
"Tanyon Sturtze","Devil Rays","4","18","0","33","33","224.0","5.50","3.58","1.33",".322","70.6 %","36.4 %","11.1 %","5.18","4.97","4.89","1.4","1230"
"Ryan Dempster","- - -","10","13","0","33","33","209.0","6.59","4.00","1.21",".317","69.9 %","42.1 %","12.2 %","5.38","4.72","4.50","1.4","517"
"Brett Tomko","Padres","10","10","0","32","32","204.1","5.55","2.64","1.37",".278","72.4 %","46.0 %","14.0 %","4.49","4.61","4.14","1.3","1056"
"Jeff Suppan","Royals","9","16","0","33","33","208.0","4.72","2.94","1.38",".283","65.6 %","44.0 %","12.9 %","5.32","5.00","4.65","1.3","633"
"Kirk Rueter","Giants","14","8","0","33","33","203.2","3.36","2.39","0.97",".263","77.1 %","44.5 %","9.4 %","3.23","4.43","4.62","1.3","1128"
"Tony Armas Jr.","Expos","12","12","0","29","29","164.1","7.17","4.27","1.20",".272","72.3 %","47.1 %","14.1 %","4.44","4.66","4.23","1.2","761"
"Paul Wilson","Devil Rays","6","12","0","30","30","193.2","5.16","3.11","1.35",".301","72.0 %","41.3 %","12.8 %","4.83","5.00","4.67","1.2","1234"
"Steve Sparks","Tigers","8","16","0","32","30","189.0","4.67","3.19","1.10",".322","64.3 %","46.5 %","10.2 %","5.52","4.76","4.83","1.2","499"
"Kyle Lohse","Twins","13","8","0","32","31","180.2","6.18","3.49","1.30",".280","75.1 %","37.2 %","10.8 %","4.23","4.77","4.74","1.2","739"
"Ryan Jensen","Giants","13","8","0","32","30","171.2","5.50","3.46","1.10",".296","71.7 %","36.7 %","9.3 %","4.51","4.57","4.80","1.1","1117"
"Damian Moss","Braves","12","6","0","33","29","179.0","5.58","4.47","1.01",".232","74.9 %","42.3 %","9.9 %","3.42","4.77","4.88","1.1","107"
"Pedro Astacio","Mets","12","11","0","31","31","191.2","7.14","2.96","1.50",".283","72.9 %","41.1 %","13.9 %","4.79","4.78","4.28","1.0","862"
"Josh Fogg","Pirates","12","12","0","33","33","194.1","5.23","3.20","1.30",".279","73.5 %","46.8 %","13.5 %","4.35","4.86","4.47","0.8","989"
"Mike Hampton","Rockies","7","15","0","30","30","178.2","3.73","4.58","1.21",".318","65.3 %","48.1 %","12.8 %","6.15","5.53","5.23","0.3","430"
